edge_id,realworld_edge_id,u,v,key,routeable_vehicle_highway,highway_raw,highway_class,highway_evidence_class,length_m,length_evidence_class,maxspeed_raw,observed_maxspeed_kph,speed_kph_used,speed_evidence_class,lanes_raw,lane_count,lane_evidence_class,capacity_raw,capacity_proxy_veh_per_hr,lane_based_capacity_candidate_veh_per_hr,lane_based_capacity_evidence_class,capacity_evidence_class,free_flow_time_min,free_flow_time_evidence_class,base_disruption_raw,base_disruption_probability,base_disruption_evidence_class,benchmark_travel_time_min,benchmark_source_label,benchmark_snapshot_path,benchmark_evidence_class,attribute_assumptions,weak_for_final_claim,evidence_status,claim_boundary
'1810753271'->'1810741858':0:osm:418638979,osm:418638979,1810753271,1810741858,0,true,residential,residential,OSM-derived,2.749446,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.005499,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753271'->'1810753279':0:osm:169917384,osm:169917384,1810753271,1810753279,0,true,residential,residential,OSM-derived,90.252822,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.180506,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753271'->'1810753284':0:osm:418638979,osm:418638979,1810753271,1810753284,0,true,residential,residential,OSM-derived,13.471052,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.026942,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753272'->'13640714604':0:osm:169916482,osm:169916482,1810753272,13640714604,0,true,residential,residential,OSM-derived,38.157445,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.076315,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753272'->'1810741869':0:osm:169916482,osm:169916482,1810753272,1810741869,0,true,residential,residential,OSM-derived,108.241498,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.216483,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753273'->'13640714621':0:osm:418639010,osm:418639010,1810753273,13640714621,0,true,residential,residential,OSM-derived,13.986812,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.027974,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753273'->'1810753276':0:osm:418639006,osm:418639006,1810753273,1810753276,0,true,residential,residential,OSM-derived,46.144858,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.09229,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753273'->'1810753288':0:osm:418639010,osm:418639010,1810753273,1810753288,0,true,residential,residential,OSM-derived,83.521107,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.167042,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753275'->'1810753276':0:osm:169917382,osm:169917382,1810753275,1810753276,0,true,residential,residential,OSM-derived,150.195594,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.300391,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753275'->'1810753278':0:osm:169917070,osm:169917070,1810753275,1810753278,0,true,residential,residential,OSM-derived,39.947322,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.079895,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753275'->'4190105905':0:osm:169917070,osm:169917070,1810753275,4190105905,0,true,residential,residential,OSM-derived,46.489182,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.092978,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753276'->'1810753268':0:osm:418639006,osm:418639006,1810753276,1810753268,0,true,residential,residential,OSM-derived,34.297038,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.068594,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753276'->'1810753273':0:osm:418639006,osm:418639006,1810753276,1810753273,0,true,residential,residential,OSM-derived,46.144858,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.09229,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753276'->'1810753275':0:osm:169917382,osm:169917382,1810753276,1810753275,0,true,residential,residential,OSM-derived,150.195594,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.300391,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753277'->'1810753263':0:osm:169917379,osm:169917379,1810753277,1810753263,0,true,residential,residential,OSM-derived,155.201724,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.310403,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753277'->'1810753269':0:osm:418639006,osm:418639006,1810753277,1810753269,0,true,residential,residential,OSM-derived,41.330255,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.082661,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753277'->'1810753286':0:osm:418639006,osm:418639006,1810753277,1810753286,0,true,residential,residential,OSM-derived,51.294721,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.102589,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753278'->'1810753263':0:osm:169917070,osm:169917070,1810753278,1810753263,0,true,residential,residential,OSM-derived,41.062537,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.082125,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753278'->'1810753269':0:osm:169917380,osm:169917380,1810753278,1810753269,0,true,residential,residential,OSM-derived,151.200412,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.302401,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753278'->'1810753275':0:osm:169917070,osm:169917070,1810753278,1810753275,0,true,residential,residential,OSM-derived,39.947322,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.079895,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753279'->'1810753264':0:osm:169917070,osm:169917070,1810753279,1810753264,0,true,residential,residential,OSM-derived,37.205782,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.074412,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753279'->'1810753271':0:osm:169917384,osm:169917384,1810753279,1810753271,0,true,residential,residential,OSM-derived,90.252822,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.180506,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753279'->'2911261242':0:osm:169917070,osm:169917070,1810753279,2911261242,0,true,residential,residential,OSM-derived,41.918381,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.083837,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753281'->'1810732776':0:osm:418634594,osm:418634594,1810753281,1810732776,0,true,residential,residential,OSM-derived,47.238931,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.094478,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753281'->'1810732784':0:osm:418634594,osm:418634594,1810753281,1810732784,0,true,residential,residential,OSM-derived,11.700971,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.023402,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753281'->'1810753263':0:osm:169917379,osm:169917379,1810753281,1810753263,0,true,residential,residential,OSM-derived,44.299333,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.088599,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753283'->'1810741858':0:osm:418638979,osm:418638979,1810753283,1810741858,0,true,residential,residential,OSM-derived,12.573303,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.025147,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753283'->'1810741859':0:osm:418638979,osm:418638979,1810753283,1810741859,0,true,residential,residential,OSM-derived,22.335981,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.044672,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753284'->'1810741869':0:osm:418638979,osm:418638979,1810753284,1810741869,0,true,residential,residential,OSM-derived,28.148848,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.056298,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753284'->'1810753271':0:osm:418638979,osm:418638979,1810753284,1810753271,0,true,residential,residential,OSM-derived,13.471052,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.026942,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753286'->'1810753265':0:osm:169917388,osm:169917388,1810753286,1810753265,0,true,residential,residential,OSM-derived,168.741451,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.337483,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753286'->'1810753277':0:osm:418639006,osm:418639006,1810753286,1810753277,0,true,residential,residential,OSM-derived,51.294721,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.102589,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753286'->'4190105904':0:osm:418639006,osm:418639006,1810753286,4190105904,0,true,residential,residential,OSM-derived,59.713939,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.119428,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753288'->'1810753273':0:osm:418639010,osm:418639010,1810753288,1810753273,0,true,residential,residential,OSM-derived,83.521107,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.167042,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753288'->'2310499655':0:osm:169917385,osm:169917385,1810753288,2310499655,0,true,residential,residential,OSM-derived,103.474724,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.206949,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810753288'->'4190105905':0:osm:418639010,osm:418639010,1810753288,4190105905,0,true,residential,residential,OSM-derived,66.696358,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.133393,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810757717'->'13649516847':0:osm:418450522,osm:418450522,1810757717,13649516847,0,true,tertiary,tertiary,OSM-derived,9.824146,OSM-derived,,,30,expert proxy,,,expert proxy,,750,,,expert proxy,0.019648,expert proxy,,0.03,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810757717'->'8969922155':0:osm:70986689,osm:70986689,1810757717,8969922155,0,true,primary,primary,OSM-derived,64.874486,OSM-derived,,,50,expert proxy,,,expert proxy,,1300,,,expert proxy,0.077849,expert proxy,,0.02,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765547'->'1810765563':0:osm:169918632,osm:169918632,1810765547,1810765563,0,false,service,service,OSM-derived,15.403761,OSM-derived,,,20,expert proxy,,,expert proxy,,200,,,expert proxy,0.046211,expert proxy,,0.05,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765547'->'1810765570':0:osm:169918632,osm:169918632,1810765547,1810765570,0,false,service,service,OSM-derived,22.103946,OSM-derived,,,20,expert proxy,,,expert proxy,,200,,,expert proxy,0.066312,expert proxy,,0.05,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765550'->'1810765633':0:osm:169918632,osm:169918632,1810765550,1810765633,0,false,service,service,OSM-derived,67.319694,OSM-derived,,,20,expert proxy,,,expert proxy,,200,,,expert proxy,0.201959,expert proxy,,0.05,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765552'->'1810765701':0:osm:169918653,osm:169918653,1810765552,1810765701,0,true,residential,residential,OSM-derived,134.555741,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.269111,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765552'->'1810765770':0:osm:86196447,osm:86196447,1810765552,1810765770,0,true,tertiary,tertiary,OSM-derived,43.986985,OSM-derived,,,30,expert proxy,,,expert proxy,,750,,,expert proxy,0.087974,expert proxy,,0.03,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765552'->'5260056170':0:osm:86196447,osm:86196447,1810765552,5260056170,0,true,tertiary,tertiary,OSM-derived,9.055259,OSM-derived,,,30,expert proxy,,,expert proxy,,750,,,expert proxy,0.018111,expert proxy,,0.03,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765554'->'1810765633':0:osm:169918632,osm:169918632,1810765554,1810765633,0,false,service,service,OSM-derived,5.578563,OSM-derived,,,20,expert proxy,,,expert proxy,,200,,,expert proxy,0.016736,expert proxy,,0.05,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765554'->'1810765725':0:osm:169918632,osm:169918632,1810765554,1810765725,0,false,service,service,OSM-derived,37.907367,OSM-derived,,,20,expert proxy,,,expert proxy,,200,,,expert proxy,0.113722,expert proxy,,0.05,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765557'->'1810765629':0:osm:169918632,osm:169918632,1810765557,1810765629,0,false,service,service,OSM-derived,6.173762,OSM-derived,,,20,expert proxy,,,expert proxy,,200,,,expert proxy,0.018521,expert proxy,,0.05,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765557'->'4632454452':0:osm:169918632,osm:169918632,1810765557,4632454452,0,false,service,service,OSM-derived,7.395553,OSM-derived,,,20,expert proxy,,,expert proxy,,200,,,expert proxy,0.022187,expert proxy,,0.05,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765559'->'1810765611':0:osm:169918631,osm:169918631,1810765559,1810765611,0,true,residential,residential,OSM-derived,127.943664,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.255887,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765559'->'1810765650':0:osm:418443847,osm:418443847,1810765559,1810765650,0,true,residential,residential,OSM-derived,41.111604,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.082223,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765559'->'1810765722':0:osm:418443847,osm:418443847,1810765559,1810765722,0,true,residential,residential,OSM-derived,40.460892,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.080922,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765561'->'13619419997':0:osm:86196447,osm:86196447,1810765561,13619419997,0,true,tertiary,tertiary,OSM-derived,47.363661,OSM-derived,,,30,expert proxy,,,expert proxy,,750,,,expert proxy,0.094727,expert proxy,,0.03,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765561'->'1810765720':0:osm:418446921,osm:418446921,1810765561,1810765720,0,true,residential,residential,OSM-derived,47.131732,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.094263,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765561'->'1810768911':0:osm:86196447,osm:86196447,1810765561,1810768911,0,true,tertiary,tertiary,OSM-derived,24.823356,OSM-derived,,,30,expert proxy,,,expert proxy,,750,,,expert proxy,0.049647,expert proxy,,0.03,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765563'->'1810765547':0:osm:169918632,osm:169918632,1810765563,1810765547,0,false,service,service,OSM-derived,15.403761,OSM-derived,,,20,expert proxy,,,expert proxy,,200,,,expert proxy,0.046211,expert proxy,,0.05,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765563'->'1810765668':0:osm:169918632,osm:169918632,1810765563,1810765668,0,false,service,service,OSM-derived,5.979677,OSM-derived,,,20,expert proxy,,,expert proxy,,200,,,expert proxy,0.017939,expert proxy,,0.05,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765568'->'3800658417':0:osm:170698002,osm:170698002,1810765568,3800658417,0,true,residential,residential,OSM-derived,41.586562,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.083173,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765568'->'3800658421':0:osm:688650667,osm:688650667,1810765568,3800658421,0,true,residential,residential,OSM-derived,70.114039,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.140228,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765568'->'3800658443':0:osm:418644164,osm:418644164,1810765568,3800658443,0,true,residential,residential,OSM-derived,9.694269,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.019389,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765569'->'1810765641':0:osm:169918635,osm:169918635,1810765569,1810765641,0,true,residential,residential,OSM-derived,136.207795,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.272416,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765569'->'1810765656':0:osm:169918635,osm:169918635,1810765569,1810765656,0,true,residential,residential,OSM-derived,35.710734,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.071421,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765569'->'1810765750':0:osm:169918646,osm:169918646,1810765569,1810765750,0,true,residential,residential,OSM-derived,57.890228,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.11578,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765570'->'1810765547':0:osm:169918632,osm:169918632,1810765570,1810765547,0,false,service,service,OSM-derived,22.103946,OSM-derived,,,20,expert proxy,,,expert proxy,,200,,,expert proxy,0.066312,expert proxy,,0.05,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765570'->'1810765609':0:osm:169918632,osm:169918632,1810765570,1810765609,0,false,service,service,OSM-derived,49.475678,OSM-derived,,,20,expert proxy,,,expert proxy,,200,,,expert proxy,0.148427,expert proxy,,0.05,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1810765571'->'1810765585':0:osm:169918639,osm:169918639,1810765571,1810765585,0,true,residential,residential,OSM-derived,34.690043,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.06938,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
