u,v,key,realworld_edge_id,osmid,highway,length_m,routeable_vehicle_highway,geometry_present,source
13660526430,13660526431,0,osm:1490436096,1490436096,footway,30.815711,false,false,osm_overpass
13660526431,13660526430,0,osm:1490436096,1490436096,footway,30.815711,false,false,osm_overpass
13660526431,1809637526,0,osm:169803204,169803204,service,5.077766,false,false,osm_overpass
13660526431,1809637528,0,osm:169803204,169803204,service,72.922501,false,false,osm_overpass
13660526432,13660526420,0,osm:1490436098,1490436098,cycleway,11.012627,false,false,osm_overpass
13660526433,13660526419,0,osm:1490436095,1490436095,cycleway,12.269537,false,false,osm_overpass
13660526433,13660526420,0,osm:1490436098,1490436098,cycleway,4.018691,false,false,osm_overpass
13660526434,11709560535,0,osm:1490436099,1490436099,cycleway,3.828514,false,false,osm_overpass
13660526434,11709560536,0,osm:1490436092,1490436092,cycleway,1.800607,false,false,osm_overpass
13660526434,13660526435,0,osm:1490436099,1490436099,cycleway,18.868365,false,false,osm_overpass
13660526435,10926471873,0,osm:1175929593,1175929593,primary,3.560833,true,false,osm_overpass
13660526435,13660526434,0,osm:1490436099,1490436099,cycleway,18.868365,false,false,osm_overpass
13660526435,13660526436,0,osm:1490436099,1490436099,cycleway,18.308133,false,false,osm_overpass
13660526435,436830754,0,osm:1175929593,1175929593,primary,17.531711,true,false,osm_overpass
13660526436,11730415825,0,osm:1487965502,1487965502,cycleway,1.940702,false,false,osm_overpass
13660526436,13660526435,0,osm:1490436099,1490436099,cycleway,18.308133,false,false,osm_overpass
13660526437,11730415827,0,osm:1263546902,1263546902,cycleway,7.216192,false,false,osm_overpass
13660526437,13660526438,0,osm:1490436100,1490436100,cycleway,17.653626,false,false,osm_overpass
13660526438,10926471871,0,osm:70998387,70998387,primary,6.726302,true,false,osm_overpass
13660526438,11709560529,0,osm:1490436100,1490436100,cycleway,17.830644,false,false,osm_overpass
13660526438,13660526437,0,osm:1490436100,1490436100,cycleway,17.653626,false,false,osm_overpass
13660526438,436830754,0,osm:70998387,70998387,primary,15.618841,true,false,osm_overpass
13660526439,13660526432,0,osm:1490436097,1490436097,cycleway,130.246832,false,false,osm_overpass
13660526439,13660526440,0,osm:1490436102,1490436102,cycleway,10.414324,false,false,osm_overpass
13660526440,13660526439,0,osm:1490436102,1490436102,cycleway,10.414324,false,false,osm_overpass
13660526440,13660526442,0,osm:1490436102,1490436102,cycleway,3.495791,false,false,osm_overpass
13660526440,1809635661,0,osm:37402547,37402547,tertiary,9.621030,true,false,osm_overpass
13660526440,436870655,0,osm:37402547,37402547,tertiary,49.651834,true,false,osm_overpass
13660526441,13660526417,0,osm:1490436103,1490436103,footway,9.533577,false,false,osm_overpass
13660526441,13660526442,0,osm:1490436102,1490436102,cycleway,2.447602,false,false,osm_overpass
13660526441,13660526443,0,osm:1490436103,1490436103,footway,119.725798,false,false,osm_overpass
13660526442,13660526418,0,osm:1490436095,1490436095,cycleway,5.889970,false,false,osm_overpass
13660526442,13660526440,0,osm:1490436102,1490436102,cycleway,3.495791,false,false,osm_overpass
13660526442,13660526441,0,osm:1490436102,1490436102,cycleway,2.447602,false,false,osm_overpass
13660526443,13660526419,0,osm:169802945,169802945,residential,2.650691,true,false,osm_overpass
13660526443,13660526441,0,osm:1490436103,1490436103,footway,119.725798,false,false,osm_overpass
13660526443,13660526444,0,osm:1490436103,1490436103,footway,60.578912,false,false,osm_overpass
13660526443,1809635723,0,osm:169802945,169802945,residential,135.778042,true,false,osm_overpass
13660526444,13660526443,0,osm:1490436103,1490436103,footway,60.578912,false,false,osm_overpass
13660526444,13660526445,0,osm:1490436103,1490436103,footway,53.022770,false,false,osm_overpass
13660526444,1809635672,0,osm:169802946,169802946,residential,47.940701,true,false,osm_overpass
13660526444,1809635692,0,osm:169802946,169802946,residential,7.589956,true,false,osm_overpass
13660526445,13660526444,0,osm:1490436103,1490436103,footway,53.022770,false,false,osm_overpass
13660526445,13660526446,0,osm:1490436103,1490436103,footway,56.955483,false,false,osm_overpass
13660526446,13660526445,0,osm:1490436103,1490436103,footway,56.955483,false,false,osm_overpass
13660526446,13660526447,0,osm:1490436103,1490436103,footway,32.495810,false,false,osm_overpass
13660526446,1809635710,0,osm:418431216,418431216,residential,51.071745,true,false,osm_overpass
13660526446,4188692651,0,osm:418431216,418431216,residential,4.996948,true,false,osm_overpass
13660526447,13660526446,0,osm:1490436103,1490436103,footway,32.495810,false,false,osm_overpass
13660526447,13660526448,0,osm:1490436103,1490436103,footway,26.581968,false,false,osm_overpass
13660526448,13660526447,0,osm:1490436103,1490436103,footway,26.581968,false,false,osm_overpass
13660526448,13660526449,0,osm:1490436103,1490436103,footway,44.427881,false,false,osm_overpass
13660526448,1809635649,0,osm:169802952,169802952,residential,29.388162,true,false,osm_overpass
13660526448,436870661,0,osm:169802952,169802952,residential,5.378653,true,false,osm_overpass
13660526449,13660526448,0,osm:1490436103,1490436103,footway,44.427881,false,false,osm_overpass
13660526449,13660526450,0,osm:1490436103,1490436103,footway,40.392436,false,false,osm_overpass
13660526449,1809635678,0,osm:169802949,169802949,residential,31.297033,true,false,osm_overpass
13660526449,1809635706,0,osm:169802949,169802949,residential,3.713210,true,false,osm_overpass
13660526450,13660526449,0,osm:1490436103,1490436103,footway,40.392436,false,false,osm_overpass
13660526450,13660526451,0,osm:1490436103,1490436103,footway,28.202038,false,false,osm_overpass
13660526450,1809635662,0,osm:169802951,169802951,residential,187.521689,true,false,osm_overpass
13660526450,436870664,0,osm:169802951,169802951,residential,4.863781,true,false,osm_overpass
13660526451,13660526450,0,osm:1490436103,1490436103,footway,28.202038,false,false,osm_overpass
13660526451,13660526452,0,osm:1490436103,1490436103,footway,3.369764,false,false,osm_overpass
13660526452,13660526451,0,osm:1490436103,1490436103,footway,3.369764,false,false,osm_overpass
13660526452,13660526453,0,osm:1490436103,1490436103,footway,30.045924,false,false,osm_overpass
13660526453,13660526452,0,osm:1490436103,1490436103,footway,30.045924,false,false,osm_overpass
13660526453,13660526454,0,osm:1490436103,1490436103,footway,11.979861,false,false,osm_overpass
13660526454,13660526453,0,osm:1490436103,1490436103,footway,11.979861,false,false,osm_overpass
13660526454,13660526455,0,osm:1490436103,1490436103,footway,61.454019,false,false,osm_overpass
13660526455,13660526454,0,osm:1490436103,1490436103,footway,61.454019,false,false,osm_overpass
13660526455,13660526456,0,osm:1490436103,1490436103,footway,42.847510,false,false,osm_overpass
13660526456,13660526455,0,osm:1490436103,1490436103,footway,42.847510,false,false,osm_overpass
13660526456,13660526457,0,osm:1490436103,1490436103,footway,34.885722,false,false,osm_overpass
13660526457,13660526456,0,osm:1490436103,1490436103,footway,34.885722,false,false,osm_overpass
13660526457,13660526458,0,osm:1490436103,1490436103,footway,51.499286,false,false,osm_overpass
13660526458,13660526457,0,osm:1490436103,1490436103,footway,51.499286,false,false,osm_overpass
13660526458,13660526459,0,osm:1490436103,1490436103,footway,52.100739,false,false,osm_overpass
13660526459,13660526458,0,osm:1490436103,1490436103,footway,52.100739,false,false,osm_overpass
13660526459,13660526460,0,osm:1490436103,1490436103,footway,61.367027,false,false,osm_overpass
13660526459,4188716135,0,osm:469652893,469652893,residential,40.691568,true,false,osm_overpass
13660526459,4639508309,0,osm:469652893,469652893,residential,6.326447,true,false,osm_overpass
13660526460,13660526459,0,osm:1490436103,1490436103,footway,61.367027,false,false,osm_overpass
13660526460,13660526461,0,osm:1490436103,1490436103,footway,14.958604,false,false,osm_overpass
13660526461,13660526460,0,osm:1490436103,1490436103,footway,14.958604,false,false,osm_overpass
13660526461,13660526462,0,osm:1490436103,1490436103,footway,35.826853,false,false,osm_overpass
13660526461,1809635658,0,osm:169796682,169796682,residential,24.471979,true,false,osm_overpass
13660526461,436808676,0,osm:169796682,169796682,residential,4.925988,true,false,osm_overpass
13660526462,13660526461,0,osm:1490436103,1490436103,footway,35.826853,false,false,osm_overpass
13660526462,13660526463,0,osm:1490436103,1490436103,footway,33.993926,false,false,osm_overpass
13660526462,1809635708,0,osm:169802942,169802942,residential,26.666458,true,false,osm_overpass
13660526462,436808675,0,osm:169802942,169802942,residential,4.898849,true,false,osm_overpass
13660526463,13660526462,0,osm:1490436103,1490436103,footway,33.993926,false,false,osm_overpass
13660526463,13660526464,0,osm:1490436103,1490436103,footway,6.435116,false,false,osm_overpass
13660526464,13660526463,0,osm:1490436103,1490436103,footway,6.435116,false,false,osm_overpass
13660526464,13660526465,0,osm:1490436103,1490436103,footway,3.803871,false,false,osm_overpass
13660526465,10911566234,0,osm:1487971040,1487971040,footway,13.280565,false,false,osm_overpass
13660526465,13640712873,0,osm:1487971040,1487971040,footway,4.417400,false,false,osm_overpass
13660526465,13660526464,0,osm:1490436103,1490436103,footway,3.803871,false,false,osm_overpass
13660526466,13660526467,0,osm:1490436104,1490436104,cycleway,100.393218,false,false,osm_overpass
13660526466,5260056160,0,osm:1490436104,1490436104,cycleway,7.201812,false,false,osm_overpass
13660526467,13660526466,0,osm:1490436104,1490436104,cycleway,100.393218,false,false,osm_overpass
13660526467,13660526468,0,osm:1490436104,1490436104,cycleway,46.639326,false,false,osm_overpass
13660526468,13660526467,0,osm:1490436104,1490436104,cycleway,46.639326,false,false,osm_overpass
13660526468,13660526469,0,osm:1490436104,1490436104,cycleway,79.788616,false,false,osm_overpass
13660526469,13660526468,0,osm:1490436104,1490436104,cycleway,79.788616,false,false,osm_overpass
13660526469,13660526470,0,osm:1490436104,1490436104,cycleway,74.154894,false,false,osm_overpass
13660526470,13660526469,0,osm:1490436104,1490436104,cycleway,74.154894,false,false,osm_overpass
13660526470,13660526471,0,osm:1490436104,1490436104,cycleway,46.676119,false,false,osm_overpass
13660526471,13660526470,0,osm:1490436104,1490436104,cycleway,46.676119,false,false,osm_overpass
13660526471,13660526472,0,osm:1490436104,1490436104,cycleway,16.230166,false,false,osm_overpass
13660526472,13660526471,0,osm:1490436104,1490436104,cycleway,16.230166,false,false,osm_overpass
13660526472,13660526473,0,osm:1490436104,1490436104,cycleway,30.657108,false,false,osm_overpass
13660526473,13660526472,0,osm:1490436104,1490436104,cycleway,30.657108,false,false,osm_overpass
13660526473,13660526474,0,osm:1490436104,1490436104,cycleway,31.327791,false,false,osm_overpass
13660526474,13660526473,0,osm:1490436104,1490436104,cycleway,31.327791,false,false,osm_overpass
13660526474,13660526475,0,osm:1490436104,1490436104,cycleway,35.066439,false,false,osm_overpass
13660526475,11730415793,0,osm:1490436104,1490436104,cycleway,23.356688,false,false,osm_overpass
13660526475,13660526474,0,osm:1490436104,1490436104,cycleway,35.066439,false,false,osm_overpass
13660526476,11709560519,0,osm:1490436104,1490436104,cycleway,17.299580,false,false,osm_overpass
13660526476,11709560520,0,osm:1490436104,1490436104,cycleway,15.518069,false,false,osm_overpass
13660526477,11709560518,0,osm:1490436105,1490436105,cycleway,8.391107,false,false,osm_overpass
13660526477,11709560519,0,osm:1262518162,1262518162,cycleway,8.001706,false,false,osm_overpass
13660526477,11709560519,1,osm:1490436104,1490436104,cycleway,8.001706,false,false,osm_overpass
13660526478,11709560521,0,osm:1262518163,1262518163,cycleway,34.890465,false,false,osm_overpass
13670463192,13670540675,0,osm:1491684780,1491684780,construction,92.937151,false,false,osm_overpass
13670463193,732441806,0,osm:369946944,369946944,trunk_link,71.164743,true,false,osm_overpass
13670463195,13670463196,0,osm:1491684768,1491684768,service,24.010585,false,false,osm_overpass
13670463195,13670540648,0,osm:1491684768,1491684768,service,67.899089,false,false,osm_overpass
13670463196,13670463195,0,osm:1491684768,1491684768,service,24.010585,false,false,osm_overpass
13670463196,797051254,0,osm:406642246,406642246,trunk,140.883210,true,false,osm_overpass
13670463199,13670540606,0,osm:954120869,954120869,cycleway,10.941706,false,false,osm_overpass
13670463199,13670540633,0,osm:1491684778,1491684778,service,14.401516,false,false,osm_overpass
13670463199,13670540642,0,osm:954120869,954120869,cycleway,26.623124,false,false,osm_overpass
13670463199,13670540700,0,osm:1491684772,1491684772,trunk_link,6.775098,true,false,osm_overpass
13670540602,13670540711,0,osm:162552497,162552497,service,40.139400,false,false,osm_overpass
13670540602,5294397057,0,osm:162552497,162552497,service,53.414585,false,false,osm_overpass
13670540603,13670540676,0,osm:1491684760,1491684760,construction,50.109828,false,false,osm_overpass
13670540605,13670540613,0,osm:1491684780,1491684780,construction,67.696945,false,false,osm_overpass
13670540606,13670463199,0,osm:954120869,954120869,cycleway,10.941706,false,false,osm_overpass
13670540606,13670540736,0,osm:954120869,954120869,cycleway,48.185080,false,false,osm_overpass
13670540608,732441626,0,osm:975305202,975305202,trunk_link,55.472613,true,false,osm_overpass
13670540610,10923903136,0,osm:406642245,406642245,trunk,58.001517,true,false,osm_overpass
13670540610,13670540648,0,osm:1491684768,1491684768,service,23.214338,false,false,osm_overpass
13670540612,13670540622,0,osm:1491684760,1491684760,construction,54.432278,false,false,osm_overpass
13670540613,13670540728,0,osm:1491684780,1491684780,construction,34.633185,false,false,osm_overpass
13670540619,732442961,0,osm:73591214,73591214,trunk,77.819847,true,false,osm_overpass
13670540620,13670540619,0,osm:1491684773,1491684773,service,112.979749,false,false,osm_overpass
13670540621,13670540634,0,osm:954120869,954120869,cycleway,72.672236,false,false,osm_overpass
13670540622,13670540636,0,osm:1491684760,1491684760,construction,71.691860,false,false,osm_overpass
13670540624,13670540703,0,osm:65108327,65108327,trunk,84.924518,true,false,osm_overpass
13670540626,13670540655,0,osm:954120869,954120869,cycleway,35.755378,false,false,osm_overpass
13670540626,13670540736,0,osm:954120869,954120869,cycleway,16.212394,false,false,osm_overpass
13670540627,732441459,0,osm:975305197,975305197,trunk_link,48.225208,true,false,osm_overpass
13670540633,13670463199,0,osm:1491684778,1491684778,service,14.401516,false,false,osm_overpass
13670540634,13670540621,0,osm:954120869,954120869,cycleway,72.672236,false,false,osm_overpass
13670540634,13670540723,0,osm:954120869,954120869,cycleway,16.535621,false,false,osm_overpass
13670540636,4634697539,0,osm:1491684760,1491684760,construction,73.615703,false,false,osm_overpass
13670540641,13670540663,0,osm:1491684781,1491684781,construction,77.408996,false,false,osm_overpass
13670540642,13670463199,0,osm:954120869,954120869,cycleway,26.623124,false,false,osm_overpass
13670540642,13670540647,0,osm:954120869,954120869,cycleway,74.186739,false,false,osm_overpass
13670540647,13670540642,0,osm:954120869,954120869,cycleway,74.186739,false,false,osm_overpass
13670540647,8830828207,0,osm:954120869,954120869,cycleway,67.490889,false,false,osm_overpass
13670540648,13670463195,0,osm:1491684768,1491684768,service,67.899089,false,false,osm_overpass
13670540648,13670540610,0,osm:1491684768,1491684768,service,23.214338,false,false,osm_overpass
13670540650,3736818451,0,osm:369946944,369946944,trunk_link,20.903097,true,false,osm_overpass
13670540650,3736818458,0,osm:369946709,369946709,trunk_link,21.653429,true,false,osm_overpass
13670540651,13670540713,0,osm:1491684760,1491684760,construction,12.672430,false,false,osm_overpass
13670540655,13670540626,0,osm:954120869,954120869,cycleway,35.755378,false,false,osm_overpass
13670540655,13670540723,0,osm:954120869,954120869,cycleway,15.067159,false,false,osm_overpass
13670540657,13670540641,0,osm:1491684781,1491684781,construction,43.835119,false,false,osm_overpass
13670540657,732442352,0,osm:59097484,59097484,trunk_link,31.771002,true,false,osm_overpass
13670540660,13670540665,0,osm:1491684773,1491684773,service,6.575456,false,false,osm_overpass
13670540663,13670540680,0,osm:1491684781,1491684781,construction,40.551407,false,false,osm_overpass
13670540665,13670540620,0,osm:1491684773,1491684773,service,154.974752,false,false,osm_overpass
13670540667,10033498365,0,osm:1492216377,1492216377,footway,2.435513,false,false,osm_overpass
13670540667,13670540660,0,osm:1491684773,1491684773,service,7.076889,false,false,osm_overpass
13670540667,1850654943,0,osm:1492216377,1492216377,footway,103.724438,false,false,osm_overpass
13670540668,797047134,0,osm:65108194,65108194,trunk,90.442367,true,false,osm_overpass
13670540671,13670540742,0,osm:1491684772,1491684772,trunk_link,7.857174,true,false,osm_overpass
13670540673,13670540627,0,osm:975305197,975305197,trunk_link,30.017968,true,false,osm_overpass
13670540675,13670540608,0,osm:975305202,975305202,trunk_link,13.438378,true,false,osm_overpass
13670540676,13670540677,0,osm:1491684760,1491684760,construction,9.738327,false,false,osm_overpass
13670540677,13670540685,0,osm:1491684760,1491684760,construction,12.319582,false,false,osm_overpass
13670540679,13670540651,0,osm:1491684760,1491684760,construction,55.696213,false,false,osm_overpass
13670540680,13670540707,0,osm:1491684763,1491684763,construction,36.794663,false,false,osm_overpass
13670540682,12314061732,0,osm:59097488,59097488,trunk_link,9.678603,true,false,osm_overpass
13670540685,13670540612,0,osm:1491684760,1491684760,construction,118.764113,false,false,osm_overpass
13670540693,13670540709,0,osm:1491684760,1491684760,construction,40.795768,false,false,osm_overpass
13670540698,12314061721,0,osm:1330872484,1330872484,trunk_link,14.811791,true,false,osm_overpass
13670540700,13670540743,0,osm:1491684772,1491684772,trunk_link,9.064267,true,false,osm_overpass
13670540703,732442109,0,osm:1491684761,1491684761,trunk,126.400322,true,false,osm_overpass
13670540706,732442169,0,osm:369946944,369946944,trunk_link,53.121209,true,false,osm_overpass
13670540707,13670540605,0,osm:1491684780,1491684780,construction,79.791039,false,false,osm_overpass
13670540709,13670540679,0,osm:1491684760,1491684760,construction,74.993568,false,false,osm_overpass
13670540710,732442164,0,osm:369946944,369946944,trunk_link,38.070619,true,false,osm_overpass
13670540711,13670540602,0,osm:162552497,162552497,service,40.139400,false,false,osm_overpass
13670540711,3736818453,0,osm:975305200,975305200,trunk_link,7.003427,true,false,osm_overpass
13670540713,13670540603,0,osm:1491684760,1491684760,construction,21.693750,false,false,osm_overpass
13670540718,13670540710,0,osm:369946944,369946944,trunk_link,39.524286,true,false,osm_overpass
13670540723,13670540634,0,osm:954120869,954120869,cycleway,16.535621,false,false,osm_overpass
13670540723,13670540655,0,osm:954120869,954120869,cycleway,15.067159,false,false,osm_overpass
13670540727,13670463192,0,osm:1491684780,1491684780,construction,43.927370,false,false,osm_overpass
13670540728,13670540727,0,osm:1491684780,1491684780,construction,60.786266,false,false,osm_overpass
13670540736,13670540606,0,osm:954120869,954120869,cycleway,48.185080,false,false,osm_overpass
13670540736,13670540626,0,osm:954120869,954120869,cycleway,16.212394,false,false,osm_overpass
13670540737,12314061728,0,osm:1330872484,1330872484,trunk_link,26.093909,true,false,osm_overpass
13670540737,13670540671,0,osm:1491684772,1491684772,trunk_link,13.348858,true,false,osm_overpass
13670540742,13670463199,0,osm:1491684772,1491684772,trunk_link,8.600614,true,false,osm_overpass
13670540743,13670540698,0,osm:1491684772,1491684772,trunk_link,29.006466,true,false,osm_overpass
13698591519,733126419,0,osm:59140596,59140596,trunk,98.702701,true,false,osm_overpass
13698591531,1430635452,0,osm:87646589,87646589,tertiary,62.214643,true,false,osm_overpass
13698591531,414685031,0,osm:87646589,87646589,tertiary,102.206521,true,false,osm_overpass
13703134207,732441464,0,osm:59097467,59097467,trunk_link,14.428358,true,false,osm_overpass
13703134214,13703134224,0,osm:1495796854,1495796854,trunk_link,5.508191,true,false,osm_overpass
13703134217,732441469,0,osm:1075246781,1075246781,trunk_link,11.125805,true,false,osm_overpass
13703134224,13703134229,0,osm:1495796854,1495796854,trunk_link,10.587916,true,false,osm_overpass
13703134229,732441467,0,osm:481374921,481374921,tertiary,31.290742,true,false,osm_overpass
13703134229,872162504,0,osm:481374921,481374921,tertiary,115.307220,true,false,osm_overpass
13720486312,8357174039,0,osm:1498168921,1498168921,secondary,11.071435,true,false,osm_overpass
13720486313,4254083554,0,osm:1498168923,1498168923,secondary,16.995992,true,false,osm_overpass
13720486314,13720486323,0,osm:1498168919,1498168919,secondary,5.165583,true,false,osm_overpass
13720486314,2918341059,0,osm:239950022,239950022,living_street,8.432448,false,false,osm_overpass
13720486315,11177272211,0,osm:426094557,426094557,secondary,24.007152,true,false,osm_overpass
13720486316,10009448547,0,osm:474149111,474149111,service,9.107641,false,false,osm_overpass
13720486316,13720486321,0,osm:1498168919,1498168919,secondary,7.537494,true,false,osm_overpass
13720486317,11177272203,0,osm:426094557,426094557,secondary,11.273401,true,false,osm_overpass
13720486318,13720486319,0,osm:1498168919,1498168919,secondary,33.727651,true,false,osm_overpass
13720486319,13720486320,0,osm:1498168919,1498168919,secondary,174.974574,true,false,osm_overpass
13720486320,13720486316,0,osm:1498168919,1498168919,secondary,23.272240,true,false,osm_overpass
13720486321,13720486322,0,osm:1498168919,1498168919,secondary,38.525259,true,false,osm_overpass
13720486322,13720486314,0,osm:1498168919,1498168919,secondary,89.727759,true,false,osm_overpass
13720486323,13720486324,0,osm:1498168920,1498168920,secondary,124.468505,true,false,osm_overpass
13720486324,13720486312,0,osm:1498168921,1498168921,secondary,11.101034,true,false,osm_overpass
13720486325,11177272204,0,osm:1206205737,1206205737,tertiary_link,25.842803,true,false,osm_overpass
13720486325,13720486317,0,osm:426094557,426094557,secondary,7.094009,true,false,osm_overpass
13736994785,871458051,0,osm:59097419,59097419,tertiary,31.385462,true,false,osm_overpass
13736994786,13736994793,0,osm:1500201173,1500201173,tertiary,95.394435,true,false,osm_overpass
13736994787,13736994788,0,osm:1500201174,1500201174,tertiary,21.505078,true,false,osm_overpass
13736994788,11849996943,0,osm:1276374152,1276374152,service,5.499798,false,false,osm_overpass
13736994788,13736994789,0,osm:1500201174,1500201174,tertiary,38.383332,true,false,osm_overpass
13736994789,13736994794,0,osm:1500201174,1500201174,tertiary,8.629683,true,false,osm_overpass
13736994790,13736994791,0,osm:1500201171,1500201171,tertiary,12.278176,true,false,osm_overpass
13736994791,13736994792,0,osm:1500201172,1500201172,tertiary,109.095260,true,false,osm_overpass
13736994791,8173596259,0,osm:708765202,708765202,service,28.593538,false,false,osm_overpass
13736994792,13736994786,0,osm:1500201173,1500201173,tertiary,78.114729,true,false,osm_overpass
13736994793,13736994787,0,osm:1500201174,1500201174,tertiary,141.915206,true,false,osm_overpass
13736994794,13736994785,0,osm:59097419,59097419,tertiary,9.517114,true,false,osm_overpass
13736994794,9194924784,0,osm:1500201175,1500201175,tertiary,6.244846,true,false,osm_overpass
13736994795,13619909923,0,osm:1500201177,1500201177,service,6.404394,false,false,osm_overpass
13738288694,13738331503,0,osm:1500312143,1500312143,primary,15.458262,true,false,osm_overpass
13738288695,13738288697,0,osm:901974333,901974333,primary,14.691237,true,false,osm_overpass
13738288696,13738331505,0,osm:1500312145,1500312145,primary,13.946411,true,false,osm_overpass
13738288697,4680672006,0,osm:901974333,901974333,primary,34.569215,true,false,osm_overpass
13738288698,13738288694,0,osm:1500312143,1500312143,primary,12.139098,true,false,osm_overpass
13738288699,13738331504,0,osm:1500312142,1500312142,primary,33.506079,true,false,osm_overpass
13738288700,13738288699,0,osm:1500312142,1500312142,primary,110.189243,true,false,osm_overpass
13738331501,13738288698,0,osm:1500312143,1500312143,primary,35.987921,true,false,osm_overpass
13738331502,13738331501,0,osm:1500312143,1500312143,primary,22.069065,true,false,osm_overpass
13738331503,13738288695,0,osm:901974333,901974333,primary,14.518905,true,false,osm_overpass
13738331503,7609140782,0,osm:1500312144,1500312144,primary,27.018063,true,false,osm_overpass
13738331504,13738331502,0,osm:1500312143,1500312143,primary,20.021329,true,false,osm_overpass
13738331505,13738288700,0,osm:1500312142,1500312142,primary,14.321077,true,false,osm_overpass
13738331505,4679959431,0,osm:474007809,474007809,primary,62.899637,true,false,osm_overpass
13788612769,11730422077,0,osm:1507998386,1507998386,cycleway,50.483856,false,false,osm_overpass
13788612769,13788612770,0,osm:1507998386,1507998386,cycleway,27.800560,false,false,osm_overpass
13788612770,13788612769,0,osm:1507998386,1507998386,cycleway,27.800560,false,false,osm_overpass
13788612770,13788612771,0,osm:1507998386,1507998386,cycleway,36.192081,false,false,osm_overpass
13788612771,13788612770,0,osm:1507998386,1507998386,cycleway,36.192081,false,false,osm_overpass
13788612771,13788612772,0,osm:1507998387,1507998387,footway,144.526017,false,false,osm_overpass
13788612772,13788612771,0,osm:1507998387,1507998387,footway,144.526017,false,false,osm_overpass
13788612772,13788612773,0,osm:1507998387,1507998387,footway,105.145340,false,false,osm_overpass
13788612773,13788612772,0,osm:1507998387,1507998387,footway,105.145340,false,false,osm_overpass
13788612773,13788612774,0,osm:1507998387,1507998387,footway,18.059047,false,false,osm_overpass
13788612773,5208786823,0,osm:688650631,688650631,residential,2.885435,true,false,osm_overpass
13788612773,8969922181,0,osm:688650631,688650631,residential,3.525485,true,false,osm_overpass
13788612774,13788612773,0,osm:1507998387,1507998387,footway,18.059047,false,false,osm_overpass
13788612774,13788612776,0,osm:1507998389,1507998389,footway,51.839990,false,false,osm_overpass
13788612775,13788612776,0,osm:1507998388,1507998388,footway,15.792679,false,false,osm_overpass
13788612775,13788612777,0,osm:1507998388,1507998388,footway,4.390455,false,false,osm_overpass
13788612776,13788612774,0,osm:1507998389,1507998389,footway,51.839990,false,false,osm_overpass
13788612776,13788612775,0,osm:1507998388,1507998388,footway,15.792679,false,false,osm_overpass
13788612777,13788612775,0,osm:1507998388,1507998388,footway,4.390455,false,false,osm_overpass
13788612777,13788612778,0,osm:1507998388,1507998388,footway,11.049853,false,false,osm_overpass
13788612778,13788612777,0,osm:1507998388,1507998388,footway,11.049853,false,false,osm_overpass
13788612778,13788612779,0,osm:1507998388,1507998388,footway,14.704669,false,false,osm_overpass
13788612779,13788612778,0,osm:1507998388,1507998388,footway,14.704669,false,false,osm_overpass
13788612779,13788612780,0,osm:1507998388,1507998388,footway,40.892798,false,false,osm_overpass
13788612780,13788612779,0,osm:1507998388,1507998388,footway,40.892798,false,false,osm_overpass
13788612780,13788612781,0,osm:1507998388,1507998388,footway,13.962637,false,false,osm_overpass
13788612781,13788612780,0,osm:1507998388,1507998388,footway,13.962637,false,false,osm_overpass
13788612781,13788612782,0,osm:1507998388,1507998388,footway,8.530551,false,false,osm_overpass
13788612782,13788612781,0,osm:1507998388,1507998388,footway,8.530551,false,false,osm_overpass
13788612782,13788612783,0,osm:1507998388,1507998388,footway,13.995406,false,false,osm_overpass
13788612783,13788612782,0,osm:1507998388,1507998388,footway,13.995406,false,false,osm_overpass
13788612783,13788612786,0,osm:1507998391,1507998391,footway,11.408596,false,false,osm_overpass
13788612784,13788612785,0,osm:1507998390,1507998390,footway,18.802872,false,false,osm_overpass
13788612784,13788612786,0,osm:1507998391,1507998391,footway,9.862256,false,false,osm_overpass
13788612785,13788612784,0,osm:1507998390,1507998390,footway,18.802872,false,false,osm_overpass
13788612785,13788612787,0,osm:1507998390,1507998390,footway,102.339859,false,false,osm_overpass
13788612786,10009486962,0,osm:239951585,239951585,residential,5.989921,true,false,osm_overpass
13788612786,12230826543,0,osm:239951585,239951585,residential,16.772602,true,false,osm_overpass
13788612786,13788612783,0,osm:1507998391,1507998391,footway,11.408596,false,false,osm_overpass
13788612786,13788612784,0,osm:1507998391,1507998391,footway,9.862256,false,false,osm_overpass
13788612787,13788612785,0,osm:1507998390,1507998390,footway,102.339859,false,false,osm_overpass
13788612787,13788612788,0,osm:1507998390,1507998390,footway,83.686488,false,false,osm_overpass
13788612788,11730415865,0,osm:1507998390,1507998390,footway,6.745657,false,false,osm_overpass
13788612788,13788612787,0,osm:1507998390,1507998390,footway,83.686488,false,false,osm_overpass
13788612789,7609118876,0,osm:544144052,544144052,cycleway,1.106651,false,false,osm_overpass
13788612789,7609118877,0,osm:1507998392,1507998392,cycleway,4.484654,false,false,osm_overpass
1430635452,1019335963,0,osm:87646589,87646589,tertiary,36.404817,true,false,osm_overpass
1430635452,12747226233,0,osm:129729873,129729873,residential,15.628550,true,false,osm_overpass
1430635452,13698591531,0,osm:87646589,87646589,tertiary,62.214643,true,false,osm_overpass
1430635630,1430635876,0,osm:129729873,129729873,residential,241.290120,true,false,osm_overpass
1430635630,1430637724,0,osm:129729873,129729873,residential,106.695109,true,false,osm_overpass
