policy_id,scenario_id,road_noise_sigma,turnaround_noise_lambda,seed,penalized_makespan,completion_rate,censored_count
baseline_multimodal,songpa_critical_link_blockage,0.05,0.4,10,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.0,1,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.0,2,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.0,3,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.0,4,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.0,5,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.0,6,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.0,7,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.0,8,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.0,9,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.0,10,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.2,1,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.2,2,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.2,3,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.2,4,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.2,5,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.2,6,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.2,7,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.2,8,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.2,9,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.2,10,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.4,1,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.4,2,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.4,3,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.4,4,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.4,5,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.4,6,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.4,7,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.4,8,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.4,9,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.1,0.4,10,7400.0,0.0,24
severe_congestion_bus,songpa_rail_delay,0.0,0.0,1,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.0,2,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.0,3,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.0,4,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.0,5,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.0,6,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.0,7,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.0,8,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.0,9,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.0,10,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.2,1,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.2,2,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.2,3,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.2,4,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.2,5,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.2,6,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.2,7,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.2,8,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.2,9,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.2,10,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.4,1,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.4,2,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.4,3,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.4,4,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.4,5,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.4,6,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.4,7,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.4,8,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.4,9,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.0,0.4,10,80.76158997367985,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.0,1,79.84852915692773,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.0,2,79.71239875262222,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.0,3,81.53327338033506,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.0,4,81.33940255462538,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.0,5,81.20417241158604,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.0,6,82.59619332441936,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.0,7,81.3308951820952,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.0,8,82.25784862437584,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.0,9,81.59889110144017,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.0,10,79.77851208067224,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.2,1,79.84852915692773,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.2,2,79.71239875262222,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.2,3,81.53327338033506,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.2,4,81.33940255462538,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.2,5,81.20417241158604,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.2,6,82.59619332441936,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.2,7,81.3308951820952,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.2,8,82.25784862437584,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.2,9,81.59889110144017,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.2,10,79.77851208067224,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.4,1,79.84852915692773,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.4,2,79.71239875262222,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.4,3,81.53327338033506,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.4,4,81.33940255462538,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.4,5,81.20417241158604,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.4,6,82.59619332441936,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.4,7,81.3308951820952,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.4,8,82.25784862437584,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.4,9,81.59889110144017,1.0,0
severe_congestion_bus,songpa_rail_delay,0.05,0.4,10,79.77851208067224,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.0,1,78.9354683401756,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.0,2,78.6632075315646,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.0,3,82.30495678699027,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.0,4,81.91721513557091,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.0,5,81.64675484949224,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.0,6,84.43079667515886,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.0,7,81.90020039051055,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.0,8,83.75410727507185,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.0,9,82.43619222920047,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.0,10,78.79543418766467,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.2,1,78.9354683401756,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.2,2,78.6632075315646,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.2,3,82.30495678699027,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.2,4,81.91721513557091,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.2,5,81.64675484949224,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.2,6,84.43079667515886,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.2,7,81.90020039051055,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.2,8,83.75410727507185,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.2,9,82.43619222920047,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.2,10,78.79543418766467,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.4,1,78.9354683401756,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.4,2,78.6632075315646,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.4,3,82.30495678699027,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.4,4,81.91721513557091,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.4,5,81.64675484949224,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.4,6,84.43079667515886,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.4,7,81.90020039051055,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.4,8,83.75410727507185,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.4,9,82.43619222920047,1.0,0
severe_congestion_bus,songpa_rail_delay,0.1,0.4,10,78.79543418766467,1.0,0
