,stnode,endnode,Type,infra_type,one_way,Wkt,length,key,osm_id,geometry
2351,951,780,legitimate,service,,"LINESTRING (-21.7881924 64.1200721, -21.7887019 64.1201535)",0.026430255331953718,edge_20362,7f815bbc-5502-43ab-ad8c-e80a145d1cc2,"LINESTRING (-21.7887019 64.1201535, -21.7881924 64.1200721)"
2352,952,1759,legitimate,residential,,"LINESTRING (-21.7881197 64.1078716, -21.7874996 64.1077785, -21.7872192 64.1077364, -21.7871732 64.1077197, -21.7871314 64.107701, -21.7870779 64.1076698, -21.787036 64.1076354, -21.7870156 64.1076118, -21.7870006 64.1075875)",0.06654852690513861,edge_21715,de364662-dfb4-4600-bbcb-77d41a944400,"LINESTRING (-21.7870006 64.1075875, -21.7881197 64.1078716)"
2353,952,2401,legitimate,residential,,"LINESTRING (-21.7870006 64.1075875, -21.7869888 64.1075495, -21.7869902 64.1075112)",0.008545262518407912,edge_21716,de364662-dfb4-4600-bbcb-77d41a944400,"LINESTRING (-21.7870006 64.1075875, -21.7869902 64.1075112)"
2354,952,4172,legitimate,service,,"LINESTRING (-21.7870006 64.1075875, -21.7867662 64.1076007)",0.011519847849109841,edge_21720,cdcf09ce-449c-4614-ae2d-5bb3c692893e,"LINESTRING (-21.7870006 64.1075875, -21.7867662 64.1076007)"
2355,953,1720,legitimate,residential,,"LINESTRING (-21.8942597 64.1349399, -21.8945712 64.1345732, -21.8947207 64.1343847)",0.06584227129233008,edge_9454,071559f6-b8e4-42a8-92b0-d6c0b13bb2d6,"LINESTRING (-21.8942597 64.1349399, -21.8947207 64.1343847)"
2356,953,4143,legitimate,residential,,"LINESTRING (-21.8942597 64.1349399, -21.8943847 64.1349607, -21.8956951 64.1351886)",0.07519586313299942,edge_9457,5e775a83-3b39-4681-95f6-bd2e0e250fbf,"LINESTRING (-21.8942597 64.1349399, -21.8956951 64.1351886)"
2357,953,14080,legitimate,residential,,"LINESTRING (-21.8938314 64.1354505, -21.8941483 64.1350727, -21.8942597 64.1349399)",0.06062198003149613,edge_9456,dcdbe5ac-8c16-41e0-893f-d5dd19885363,"LINESTRING (-21.8942597 64.1349399, -21.8938314 64.1354505)"
2358,954,5364,legitimate,tertiary,,"LINESTRING (-21.9254132 64.1476143, -21.9255773 64.1476682, -21.9256729 64.1476995, -21.9261653 64.147864)",0.04598899243908828,edge_7961,f3d11998-b24c-42f3-94ec-937e2e3d40ae,"LINESTRING (-21.9261653 64.147864, -21.9254132 64.1476143)"
2359,954,7635,legitimate,tertiary,,"LINESTRING (-21.9261653 64.147864, -21.9264173 64.1479477)",0.01541132926733825,edge_7962,f3d11998-b24c-42f3-94ec-937e2e3d40ae,"LINESTRING (-21.9261653 64.147864, -21.9264173 64.1479477)"
2360,954,12333,legitimate,service,,"LINESTRING (-21.9261653 64.147864, -21.9262813 64.1477976, -21.9263264 64.1477718)",0.012927911613422438,edge_7994,77baf5e3-ffad-4ac6-bd38-a343687de7c8,"LINESTRING (-21.9261653 64.147864, -21.9263264 64.1477718)"
2361,954,16653,legitimate,service,,"LINESTRING (-21.9261653 64.147864, -21.9259209 64.1480129, -21.9262327 64.1481205)",0.039765899662864604,edge_7991,7b6b752a-8389-4705-a31c-754edf85ea45,"LINESTRING (-21.9261653 64.147864, -21.9262327 64.1481205)"
2362,955,1406,legitimate,secondary,,"LINESTRING (-21.9393684 64.1450637, -21.9392496 64.145267)",0.02338995344774394,edge_12537,44532a37-4b26-4404-82f1-987244a40dbf,"LINESTRING (-21.9393684 64.1450637, -21.9392496 64.145267)"
2363,955,4972,legitimate,secondary,,"LINESTRING (-21.9393684 64.1450637, -21.9396056 64.1445125)",0.06252297778920024,edge_12535,8c00ffee-fe5a-4044-aceb-1d7f86f7aff8,"LINESTRING (-21.9393684 64.1450637, -21.9396056 64.1445125)"
2364,955,13309,legitimate,secondary,,"LINESTRING (-21.9388924 64.1457021, -21.9390884 64.1455753, -21.9392064 64.1454875, -21.9392761 64.1453963, -21.9393169 64.1453095, -21.9393392 64.1452222, -21.9393684 64.1450637)",0.07651819481645242,edge_12536,41f1daa8-8977-4554-97b7-f0a6c6e6c7f1,"LINESTRING (-21.9393684 64.1450637, -21.9388924 64.1457021)"
2365,956,5848,legitimate,unclassified,,"LINESTRING (-21.7493334 64.1884323, -21.7506814 64.187486, -21.7509207 64.1873322, -21.7511038 64.1872162, -21.7512599 64.1871295, -21.7514518 64.1870447, -21.7517271 64.1869417, -21.7520017 64.1868345, -21.7523753 64.1867203, -21.7526555 64.1866492, -21.7530425 64.1865485)",0.2815545217580307,edge_15587,d2ab18c6-c12a-4245-8176-b1e08b94b545,"LINESTRING (-21.7493334 64.1884323, -21.7530425 64.1865485)"
2366,956,6719,legitimate,service,,"LINESTRING (-21.7493334 64.1884323, -21.7496049 64.1884805, -21.7499972 64.1885517, -21.7501653 64.1886493, -21.7504604 64.1889688, -21.7506251 64.1891471)",0.10833180135370524,edge_15583,38013c81-3fd8-4673-a74b-5494b3dffabb,"LINESTRING (-21.7493334 64.1884323, -21.7506251 64.1891471)"
2367,956,8879,legitimate,unclassified,,"LINESTRING (-21.747775 64.1899125, -21.7479491 64.1895794, -21.7480501 64.1894445, -21.7481592 64.1893132, -21.7482923 64.1891769, -21.7483826 64.1890987, -21.7485285 64.1889926, -21.7487077 64.1888623, -21.7491726 64.1885258, -21.7493334 64.1884323)",0.18329547188698722,edge_15586,d2ab18c6-c12a-4245-8176-b1e08b94b545,"LINESTRING (-21.7493334 64.1884323, -21.747775 64.1899125)"
2368,957,5480,legitimate,tertiary,,"LINESTRING (-21.8539192 64.1334421, -21.854138 64.1333903, -21.8544749 64.1332941)",0.031720000421268074,edge_3630,350ee0cc-25bd-43ae-8af2-73bb0478bbe9,"LINESTRING (-21.8544749 64.1332941, -21.8539192 64.1334421)"
2369,957,17229,legitimate,service,,"LINESTRING (-21.8544749 64.1332941, -21.8546187 64.1333081, -21.8546734 64.1333134, -21.8547701 64.1332888, -21.8563136 64.1328613, -21.8584801 64.1322612, -21.8584668 64.1322336, -21.8584431 64.1321845)",0.23802208011516535,edge_3629,6e49a8b9-fc55-43aa-af36-fb0ad8f7588a,"LINESTRING (-21.8544749 64.1332941, -21.8584431 64.1321845)"
2370,957,17229,legitimate,tertiary,,"LINESTRING (-21.8544749 64.1332941, -21.8545977 64.1332596, -21.8562225 64.1327997, -21.8584431 64.1321845)",0.22945058080225395,edge_3631,350ee0cc-25bd-43ae-8af2-73bb0478bbe9,"LINESTRING (-21.8544749 64.1332941, -21.8584431 64.1321845)"
2371,958,11465,legitimate,residential,,"LINESTRING (-21.7560108 64.1273435, -21.7560319 64.1268068, -21.7560299 64.1267338)",0.06797834337960909,edge_20769,38ffc938-00e7-4f97-a248-1b2e2f4872d0,"LINESTRING (-21.7560108 64.1273435, -21.7560299 64.1267338)"
2372,958,13972,legitimate,residential,,"LINESTRING (-21.7560076 64.1274255, -21.7560108 64.1273435)",0.009142632375344672,edge_20768,38ffc938-00e7-4f97-a248-1b2e2f4872d0,"LINESTRING (-21.7560108 64.1273435, -21.7560076 64.1274255)"
2373,958,17255,legitimate,service,,"LINESTRING (-21.7560108 64.1273435, -21.7569143 64.1273506)",0.044015629038967906,edge_19754,756dfbdd-2095-4a83-8a68-d6ba187ee38b,"LINESTRING (-21.7560108 64.1273435, -21.7569143 64.1273506)"
2374,959,2832,legitimate,track,,"LINESTRING (-21.7355212 64.0869472, -21.7357788 64.0869633, -21.7361297 64.0869978)",0.030236684178401925,edge_22321,4c5081f5-b0b9-41f0-bbb5-18a0221aad73,"LINESTRING (-21.7355212 64.0869472, -21.7361297 64.0869978)"
2375,959,8191,legitimate,track,,"LINESTRING (-21.7428871 64.0775331, -21.7427105 64.0774913, -21.7424015 64.0773884, -21.7420777 64.0773594, -21.7417613 64.0773948, -21.7414081 64.0774881, -21.7402748 64.0778966, -21.7390975 64.0782344, -21.7368752 64.0788906, -21.7355359 64.0793152, -21.7352195 64.0793795, -21.7342629 64.0796883, -21.7325999 64.080129, -21.7314593 64.0804474, -21.7309663 64.0805793, -21.7306278 64.0807305, -21.7294504 64.0813577, -21.728928 64.0816279, -21.7283908 64.0818208, -21.727677 64.0820235, -21.726794 64.0823226, -21.7264849 64.0824416, -21.726301 64.0825638, -21.7258521 64.0829851, -21.7256976 64.0830848, -21.7235636 64.0839274, -21.7233207 64.0840078, -21.7230043 64.0841879, -21.7228719 64.0843037, -21.7228424 64.0844099, -21.7229381 64.0845031, -21.7234164 64.0847604, -21.7237107 64.0849984, -21.7238653 64.0850949, -21.7240492 64.0851495, -21.7244834 64.0852106, -21.72505 64.0853586, -21.7254032 64.0854743, -21.7261979 64.0858956, -21.7263745 64.0859535, -21.7265291 64.0859567, -21.7268823 64.0859213, -21.7271104 64.085931, -21.7275298 64.0859921, -21.7279861 64.0860468, -21.7284276 64.0861593, -21.7285968 64.0862333, -21.728928 64.0865002, -21.729134 64.086632, -21.7293768 64.0867993, -21.7300465 64.0871691, -21.7308485 64.0874681, -21.7314887 64.0876321, -21.7316212 64.0876353, -21.7319523 64.087555, -21.7352342 64.0869601, -21.7355212 64.0869472)",2.0826806264950064,edge_22320,4c5081f5-b0b9-41f0-bbb5-18a0221aad73,"LINESTRING (-21.7355212 64.0869472, -21.7428871 64.0775331)"
2376,959,18280,legitimate,track,,"LINESTRING (-21.7348774 64.086038, -21.7348599 64.0861806, -21.7349648 64.0863895, -21.7352213 64.0866927, -21.7354195 64.0868761, -21.7355212 64.0869472)",0.10777163982179222,edge_22300,f1f5d1fb-0054-440f-af33-4c895199036c,"LINESTRING (-21.7355212 64.0869472, -21.7348774 64.086038)"
2377,960,374,legitimate,service,,"LINESTRING (-21.7121713 64.0923884, -21.7120671 64.0924339)",0.00718005448349193,edge_22363,3b5745d6-94e9-4a64-97b7-3121fcf78a84,"LINESTRING (-21.7121713 64.0923884, -21.7120671 64.0924339)"
2378,960,4228,legitimate,service,,"LINESTRING (-21.7158101 64.0922128, -21.715175 64.0922163, -21.7145312 64.0922092, -21.7136032 64.0922561, -21.7125357 64.0923546, -21.7121713 64.0923884)",0.17931936648315172,edge_22362,3b5745d6-94e9-4a64-97b7-3121fcf78a84,"LINESTRING (-21.7121713 64.0923884, -21.7158101 64.0922128)"
2379,960,16738,legitimate,service,,"LINESTRING (-21.7121713 64.0923884, -21.7121548 64.09231, -21.7121655 64.0921905, -21.7121762 64.092085, -21.7121494 64.0919795, -21.7120874 64.091842)",0.061338565654087955,edge_22353,1acc3a46-120c-4876-b8b7-3260c9ebe575,"LINESTRING (-21.7121713 64.0923884, -21.7120874 64.091842)"
2380,961,12163,legitimate,service,,"LINESTRING (-21.8312788 64.0949246, -21.8315331 64.0948407, -21.8316311 64.0948083)",0.02152323506273255,edge_104,b3d67ec1-6c93-437b-b873-b1bafac2d3e0,"LINESTRING (-21.8316311 64.0948083, -21.8312788 64.0949246)"
2381,962,15357,legitimate,service,,"LINESTRING (-21.9095166 64.1441877, -21.9099852 64.1441745, -21.9103004 64.1441659)",0.03823229618706514,edge_7836,1d53a1c2-0b65-4c77-8ee9-d5f105734a7a,"LINESTRING (-21.9095166 64.1441877, -21.9103004 64.1441659)"
2382,963,8674,legitimate,service,,"LINESTRING (-21.8136079 64.1277052, -21.8139365 64.1277226, -21.8145534 64.1277109, -21.814604 64.127719, -21.8146481 64.1277324, -21.8146835 64.1277508, -21.8147066 64.1277726, -21.8147227 64.1279076)",0.07186820075043357,edge_5303,399b5c86-d087-457f-b5e4-be9f851c6de3,"LINESTRING (-21.8147227 64.1279076, -21.8136079 64.1277052)"
2383,963,14014,legitimate,unclassified,,"LINESTRING (-21.8147227 64.1279076, -21.814567 64.1279108)",0.007592211605340266,edge_5317,de7dcbe2-53b4-4506-a223-fd913e50a6e4,"LINESTRING (-21.8147227 64.1279076, -21.814567 64.1279108)"
2384,963,17839,legitimate,unclassified,,"LINESTRING (-21.8149101 64.1279038, -21.8147227 64.1279076)",0.00913769367044642,edge_5316,de7dcbe2-53b4-4506-a223-fd913e50a6e4,"LINESTRING (-21.8147227 64.1279076, -21.8149101 64.1279038)"
2385,965,1548,legitimate,service,,"LINESTRING (-21.8669912 64.1424277, -21.8667685 64.1424879, -21.8666071 64.1425316, -21.8664944 64.14261)",0.0323150208297969,,d19182c0-5c00-42c5-bf9a-078a17171909,"LINESTRING (-21.8669912 64.1424277, -21.8667685 64.1424879, -21.8664944 64.14261)"
2386,966,3121,legitimate,secondary,,"LINESTRING (-21.887825 64.1403164, -21.888478 64.1403129, -21.8886749 64.1403078, -21.8889511 64.1403006, -21.8892626 64.1402871, -21.8897894 64.1402549, -21.8898981 64.1402493)",0.10133581095253763,edge_9274,d321d4fe-8b76-4267-95dc-5544aac56ead,"LINESTRING (-21.8898981 64.1402493, -21.887825 64.1403164)"
2387,966,4954,legitimate,secondary,,"LINESTRING (-21.8898981 64.1402493, -21.8899683 64.1402266, -21.8900694 64.1402071, -21.8901897 64.1401927, -21.8905154 64.1401746, -21.890657 64.140162, -21.8907288 64.1401446, -21.8907868 64.1401175, -21.8908156 64.1400933, -21.8908298 64.1400631)",0.05333769286366405,edge_9147,4f3b1a3e-aba0-4e9e-a9e6-db85c1e2c27a,"LINESTRING (-21.8898981 64.1402493, -21.8908298 64.1400631)"
2388,966,9786,legitimate,secondary,,"LINESTRING (-21.8898981 64.1402493, -21.8910502 64.1401829, -21.8912743 64.1401695)",0.06759033488234799,edge_9148,f7cd36c9-89c1-4bce-a2af-c53e9769d85d,"LINESTRING (-21.8898981 64.1402493, -21.8912743 64.1401695)"
2389,967,2853,legitimate,service,,"LINESTRING (-21.8527655 64.2423971, -21.8528365 64.2421031, -21.8529132 64.241877, -21.8530466 64.2415185)",0.09892132804434049,edge_14278,8bbdb22c-e43f-4475-b76d-eab27faf2158,"LINESTRING (-21.8530466 64.2415185, -21.8527655 64.2423971)"
2390,967,3754,legitimate,tertiary,,"LINESTRING (-21.8530466 64.2415185, -21.8539683 64.2416504)",0.04706649647160991,edge_14307,16bcbfd8-e4c2-43ff-8dd6-51044343df12,"LINESTRING (-21.8530466 64.2415185, -21.8539683 64.2416504)"
2391,967,13518,legitimate,tertiary,,"LINESTRING (-21.8527663 64.2414764, -21.8530466 64.2415185)",0.014384291691575853,edge_14306,16bcbfd8-e4c2-43ff-8dd6-51044343df12,"LINESTRING (-21.8530466 64.2415185, -21.8527663 64.2414764)"
2392,968,12496,legitimate,residential,,"LINESTRING (-21.8906358 64.1240051, -21.8910309 64.1235072)",0.05874797488575869,edge_10181,899e2abc-a77f-46b5-900a-a60ceb1583c5,"LINESTRING (-21.8906358 64.1240051, -21.8910309 64.1235072)"
2393,968,15775,legitimate,residential,,"LINESTRING (-21.8905892 64.1240585, -21.8906358 64.1240051)",0.00637114608280716,edge_10177,ac259c4a-c7e0-421f-861a-59a4942aeb59,"LINESTRING (-21.8906358 64.1240051, -21.8905892 64.1240585)"
2394,968,17905,legitimate,residential,,"LINESTRING (-21.8906358 64.1240051, -21.8904248 64.1239365)",0.012811645155018724,edge_10178,b8e81975-17af-4cf9-9bcf-87e4f3d21b30,"LINESTRING (-21.8906358 64.1240051, -21.8904248 64.1239365)"
2395,969,2759,legitimate,service,,"LINESTRING (-21.6381526 64.3597318, -21.6378799 64.3595724)",0.02211979442907637,edge_14501,2d21acb4-c997-4de3-bcd5-04bc7a971ec8,"LINESTRING (-21.6381526 64.3597318, -21.6378799 64.3595724)"
2396,970,1091,legitimate,residential,,"LINESTRING (-21.7855067 64.1462078, -21.784682 64.1463692, -21.7845369 64.1463976)",0.05173081110075938,edge_18857,642fbab1-2d77-47f8-a0a6-4b9a5ae8f70d,"LINESTRING (-21.7845369 64.1463976, -21.7855067 64.1462078)"
2397,970,6625,legitimate,residential,,"LINESTRING (-21.7851896 64.1469938, -21.7845369 64.1463976)",0.0736670089493337,edge_18861,439b86eb-34f8-4900-9f11-9a0532efcb1a,"LINESTRING (-21.7845369 64.1463976, -21.7851896 64.1469938)"
2398,970,18693,legitimate,residential,,"LINESTRING (-21.7845369 64.1463976, -21.7844112 64.1462813, -21.7839119 64.1458186)",0.07135689716227576,edge_18856,df139b47-cd6b-4739-9b91-4cabedfa280a,"LINESTRING (-21.7845369 64.1463976, -21.7839119 64.1458186)"
2399,971,1637,legitimate,tertiary,,"LINESTRING (-21.8241696 64.1046345, -21.8246899 64.1040431)",0.07063944085075488,edge_399,fa796752-9358-4e8c-865a-b08a28e501af,"LINESTRING (-21.8241696 64.1046345, -21.8246899 64.1040431)"
2400,971,2266,legitimate,service,,"LINESTRING (-21.8235581 64.1044787, -21.8235221 64.1045235, -21.8240544 64.1046148, -21.8241696 64.1046345)",0.03919729801288427,edge_400,24929e48-d71f-425a-95c4-d35ce3bd620c,"LINESTRING (-21.8241696 64.1046345, -21.8235581 64.1044787)"
2401,971,14373,legitimate,tertiary,,"LINESTRING (-21.8237982 64.1050657, -21.8241696 64.1046345)",0.05136627560637103,edge_398,fa796752-9358-4e8c-865a-b08a28e501af,"LINESTRING (-21.8241696 64.1046345, -21.8237982 64.1050657)"
2402,972,6071,legitimate,service,,"LINESTRING (-21.9209307 64.1399999, -21.9209491 64.1400218, -21.9212831 64.1402758)",0.03525350155122791,edge_8248,45c1520d-1d27-4d54-b24b-83ff9bbc9636,"LINESTRING (-21.9212831 64.1402758, -21.9209307 64.1399999)"
2403,973,9569,legitimate,service,,"LINESTRING (-21.7684319 64.1260572, -21.768178 64.1262248)",0.022406472472488538,edge_20657,2360b645-96c8-4569-bac9-1f99c4b97024,"LINESTRING (-21.768178 64.1262248, -21.7684319 64.1260572)"
2404,974,3487,legitimate,service,,"LINESTRING (-21.7601181 64.130328, -21.7597278 64.1303669, -21.7596516 64.1303915, -21.7595802 64.1304144)",0.028425843603341727,edge_19816,8e6532c7-ab56-4e42-be9b-a00d69c17816,"LINESTRING (-21.7595802 64.1304144, -21.7601181 64.130328)"
2405,974,8741,legitimate,service,,"LINESTRING (-21.7595802 64.1304144, -21.7593749 64.1302497, -21.7590936 64.1300436, -21.7590346 64.1299266, -21.7589916 64.1298142)",0.07371726973150543,,9bb3b7b8-b275-494b-9315-1c159b4d8b63,"LINESTRING (-21.7589916 64.1298142, -21.7593749 64.1302497, -21.7595802 64.1304144)"
2406,974,17512,legitimate,residential,,"LINESTRING (-21.7597961 64.1305198, -21.7597349 64.1305117, -21.7596864 64.1304926, -21.759652 64.1304721, -21.7595802 64.1304144)",0.01644968619803275,edge_19813,a33f69e9-ae07-42e4-af0e-87dd2463a9fe,"LINESTRING (-21.7595802 64.1304144, -21.7597961 64.1305198)"
2407,975,21,legitimate,service,,"LINESTRING (-21.8114825 64.1274865, -21.8116784 64.1274827, -21.8117726 64.1274776, -21.8119359 64.1274697)",0.022177615786998173,edge_5412,357b4aca-9e22-4320-91f4-632e4b62c627,"LINESTRING (-21.8119359 64.1274697, -21.8114825 64.1274865)"
2408,975,2412,legitimate,service,,"LINESTRING (-21.8119359 64.1274697, -21.8121737 64.1274649)",0.01159528535747846,edge_5413,357b4aca-9e22-4320-91f4-632e4b62c627,"LINESTRING (-21.8119359 64.1274697, -21.8121737 64.1274649)"
2409,975,12138,legitimate,secondary,,"LINESTRING (-21.8119359 64.1274697, -21.8119453 64.1276032, -21.8120007 64.1283904)",0.10268752876255619,edge_5062,a5cefe42-c7f5-4cca-ba8f-6c4c04611a11,"LINESTRING (-21.8119359 64.1274697, -21.8120007 64.1283904)"
2410,975,13794,legitimate,secondary,,"LINESTRING (-21.8118755 64.1266918, -21.8119142 64.1271904, -21.8119242 64.1273198, -21.8119288 64.1273785, -21.8119359 64.1274697)",0.0867696454801867,edge_5061,a5cefe42-c7f5-4cca-ba8f-6c4c04611a11,"LINESTRING (-21.8119359 64.1274697, -21.8118755 64.1266918)"
2411,976,5940,legitimate,service,,"LINESTRING (-21.8099265 64.1285565, -21.8107175 64.1286551)",0.040064347203037975,edge_5379,379ecf8b-5b44-4339-86ad-029c6d20353a,"LINESTRING (-21.8099265 64.1285565, -21.8107175 64.1286551)"
2412,977,13466,legitimate,residential,,"LINESTRING (-21.8111631 64.1371406, -21.8114038 64.1372439)",0.016430909716980434,edge_5616,80586700-66a7-4598-892d-337c0cef5b9f,"LINESTRING (-21.8111631 64.1371406, -21.8114038 64.1372439)"
2413,977,13466,legitimate,service,,"LINESTRING (-21.8114038 64.1372439, -21.8112543 64.1373044, -21.811205 64.1373129, -21.8111521 64.1373143, -21.8111007 64.1373086, -21.8110558 64.1372962, -21.8110498 64.137293, -21.8110213 64.137278, -21.8110016 64.137256, -21.8109987 64.1372325, -21.8110129 64.1372097, -21.8111631 64.1371406)",0.041400843898301495,edge_5614,c69c7475-45aa-4641-b7a7-3fd10286affa,"LINESTRING (-21.8111631 64.1371406, -21.8114038 64.1372439)"
2414,977,13466,legitimate,service,,"LINESTRING (-21.8114038 64.1372439, -21.8112543 64.1373044, -21.811205 64.1373129, -21.8111521 64.1373143, -21.8111007 64.1373086, -21.8110558 64.1372962, -21.8110498 64.137293, -21.8110213 64.137278, -21.8110016 64.137256, -21.8109987 64.1372325, -21.8110129 64.1372097, -21.8111631 64.1371406)",0.041400843898301495,edge_5614,c69c7475-45aa-4641-b7a7-3fd10286affa,"LINESTRING (-21.8111631 64.1371406, -21.8114038 64.1372439)"
2415,977,13466,legitimate,residential,,"LINESTRING (-21.8111631 64.1371406, -21.8114038 64.1372439)",0.016430909716980434,edge_5616,80586700-66a7-4598-892d-337c0cef5b9f,"LINESTRING (-21.8111631 64.1371406, -21.8114038 64.1372439)"
2416,977,18532,legitimate,residential,,"LINESTRING (-21.8106551 64.1369203, -21.8107221 64.1369514, -21.8111631 64.1371406)",0.03485984325420887,edge_5615,80586700-66a7-4598-892d-337c0cef5b9f,"LINESTRING (-21.8111631 64.1371406, -21.8106551 64.1369203)"
2417,978,6224,legitimate,service,,"LINESTRING (-21.7955017 64.0985401, -21.7954045 64.09836)",0.020629151000228416,edge_21962,34f6799c-72d9-4775-bf38-762508494b79,"LINESTRING (-21.7955017 64.0985401, -21.7954045 64.09836)"
2418,978,7615,legitimate,service,,"LINESTRING (-21.795588 64.0987224, -21.7955017 64.0985401)",0.020753663608069784,edge_21961,34f6799c-72d9-4775-bf38-762508494b79,"LINESTRING (-21.7955017 64.0985401, -21.795588 64.0987224)"
2419,978,16298,legitimate,service,,"LINESTRING (-21.7955017 64.0985401, -21.7966525 64.0983912)",0.058516115889437115,edge_21958,ddb65d0e-80b8-4f8c-a40b-60b9893d2065,"LINESTRING (-21.7955017 64.0985401, -21.7966525 64.0983912)"
2420,980,2021,legitimate,primary,,"LINESTRING (-21.8813815 64.151683, -21.8819018 64.1517222)",0.025695394487402767,edge_7422,8f11ea23-b173-4836-81ad-44369c8dd7d7,"LINESTRING (-21.8813815 64.151683, -21.8819018 64.1517222)"
2421,980,3258,legitimate,secondary,,"LINESTRING (-21.8812825 64.1521877, -21.881268 64.1520908, -21.8812627 64.1520066, -21.8812734 64.1519166, -21.8813189 64.151791, -21.881331 64.151769, -21.8813479 64.1517382, -21.8813815 64.151683)",0.0568582597184901,edge_7456,b51b59cd-8999-4027-8f54-8f07292bae45,"LINESTRING (-21.8813815 64.151683, -21.8812825 64.1521877)"
2422,980,8768,legitimate,secondary,,"LINESTRING (-21.8813815 64.151683, -21.8814428 64.1515582)",0.01422891541397645,edge_7421,98e9f52a-3d33-4421-9d27-6b57fa3ca73f,"LINESTRING (-21.8813815 64.151683, -21.8814428 64.1515582)"
2423,980,16026,legitimate,primary,,"LINESTRING (-21.8812186 64.1516717, -21.8813815 64.151683)",0.008027205289129055,edge_7413,966b0090-3c3a-4c9b-872a-41cfcca9ffb2,"LINESTRING (-21.8813815 64.151683, -21.8812186 64.1516717)"
2424,981,2261,legitimate,secondary,,"LINESTRING (-21.809539 64.1372451, -21.8094908 64.137192, -21.8094643 64.137129, -21.8094616 64.1370791, -21.8095005 64.1370171, -21.8096407 64.136909)",0.040089721641951404,edge_5603,c5eaffe5-cb05-4f6b-84e6-76dae9856f82,"LINESTRING (-21.809539 64.1372451, -21.8096407 64.136909)"
2425,981,8724,legitimate,tertiary,,"LINESTRING (-21.809539 64.1372451, -21.809291 64.1371448, -21.8092037 64.1371095)",0.02224996970690274,edge_5602,be942d7e-f962-4971-80d7-8f6b1a0b9ee8,"LINESTRING (-21.809539 64.1372451, -21.8092037 64.1371095)"
2426,981,17366,legitimate,tertiary,,"LINESTRING (-21.8097124 64.1373179, -21.809539 64.1372451)",0.01171113992136711,edge_5601,944c3acf-bcd7-4d09-b53b-ab5f4c65fd42,"LINESTRING (-21.809539 64.1372451, -21.8097124 64.1373179)"
2427,982,14986,legitimate,residential,,"LINESTRING (-21.9018082 64.1362423, -21.9013179 64.1361701, -21.9010174 64.1361259)",0.04063439737240893,edge_9576,8ea1f932-c0f1-40f8-837c-08574f9ca1c8,"LINESTRING (-21.9010174 64.1361259, -21.9018082 64.1362423)"
2428,983,11105,legitimate,service,,"LINESTRING (-21.8872442 64.1408544, -21.8873081 64.1409061, -21.8873368 64.1409247, -21.8873486 64.1409482, -21.8873384 64.1409711, -21.887309 64.1409905, -21.8872648 64.1410035, -21.8872125 64.1410082, -21.8871601 64.1410038, -21.8871155 64.1409909, -21.887083 64.140966, -21.887075 64.1409488, -21.8870852 64.140926, -21.8871146 64.1409065, -21.8871434 64.1408839, -21.8871635 64.1408543)",0.04399170521468535,edge_9066,77895947-c070-494e-91df-f97286f684c8,"LINESTRING (-21.8872442 64.1408544, -21.8871635 64.1408543)"
2429,983,11105,legitimate,service,,"LINESTRING (-21.8872442 64.1408544, -21.8871635 64.1408543)",0.003928917505585372,edge_9299,2783ac5a-c3e5-46d5-bb7b-b923a4c7f9e0,"LINESTRING (-21.8872442 64.1408544, -21.8871635 64.1408543)"
2430,983,11105,legitimate,service,,"LINESTRING (-21.8872442 64.1408544, -21.8873081 64.1409061, -21.8873368 64.1409247, -21.8873486 64.1409482, -21.8873384 64.1409711, -21.887309 64.1409905, -21.8872648 64.1410035, -21.8872125 64.1410082, -21.8871601 64.1410038, -21.8871155 64.1409909, -21.887083 64.140966, -21.887075 64.1409488, -21.8870852 64.140926, -21.8871146 64.1409065, -21.8871434 64.1408839, -21.8871635 64.1408543)",0.04399170521468535,edge_9066,77895947-c070-494e-91df-f97286f684c8,"LINESTRING (-21.8872442 64.1408544, -21.8871635 64.1408543)"
2431,983,11105,legitimate,service,,"LINESTRING (-21.8872442 64.1408544, -21.8871635 64.1408543)",0.003928917505585372,edge_9299,2783ac5a-c3e5-46d5-bb7b-b923a4c7f9e0,"LINESTRING (-21.8872442 64.1408544, -21.8871635 64.1408543)"
2432,983,6949,legitimate,service,,"LINESTRING (-21.8878846 64.1408564, -21.8872442 64.1408544)",0.031178846108269074,edge_9298,2783ac5a-c3e5-46d5-bb7b-b923a4c7f9e0,"LINESTRING (-21.8872442 64.1408544, -21.8878846 64.1408564)"
2433,983,10973,legitimate,service,,"LINESTRING (-21.8872442 64.1408544, -21.8872564 64.1406838)",0.0190276786387955,edge_9296,d348f59d-3e05-4422-85f4-638c18057d8e,"LINESTRING (-21.8872442 64.1408544, -21.8872564 64.1406838)"
2434,984,2267,legitimate,residential,,"LINESTRING (-21.6357157 64.3009746, -21.6354226 64.3009751, -21.6352352 64.3009236, -21.6352352 64.3008575, -21.6353678 64.3007239, -21.6356206 64.3005985, -21.6361275 64.3003112, -21.6362214 64.3002147, -21.6362911 64.3001379)",0.1283175149307219,edge_15179,0ea95a2e-feb0-4448-8512-909a4777a615,"LINESTRING (-21.6357157 64.3009746, -21.6362911 64.3001379)"
