,stnode,endnode,one_way,id,key,infra_type,Wkt,length,osm_id,geometry
5067,4224,4871,False,4476,edge_4476,residential,"LINESTRING (-21.8387645 64.2403155, -21.8372228 64.2401733)",0.07645131024629921,31324511,"LINESTRING (-21.8387645 64.2403155, -21.8372228 64.2401733)"
5068,4225,3803,False,16038,edge_16038,tertiary,"LINESTRING (-21.9283526 64.1420709, -21.9283544 64.1420926, -21.9283537 64.14213, -21.9283419 64.1421809, -21.9283333 64.1422428)",0.01920675269078798,512361941,"LINESTRING (-21.9283526 64.1420709, -21.9283333 64.1422428)"
5069,4226,7445,False,4595,edge_4595,unclassified,"LINESTRING (-21.6851893 64.1009749, -21.6853633 64.1009937, -21.6856589 64.1010517, -21.6860527 64.1011252)",0.04540932662401251,33792999,"LINESTRING (-21.6851893 64.1009749, -21.6860527 64.1011252)"
5070,4227,14962,False,8026,edge_8026,service,"LINESTRING (-21.9243755 64.1309774, -21.9246843 64.1310337)",0.016296425123034166,106646163,"LINESTRING (-21.9243755 64.1309774, -21.9246843 64.1310337)"
5071,4228,11139,False,10592,edge_10592,service,"LINESTRING (-21.8760092 64.1347793, -21.8757561 64.1348599, -21.8751493 64.1350531, -21.8753665 64.1351877, -21.8759591 64.1349767, -21.8762033 64.1348914)",0.12263065359617276,149917593,"LINESTRING (-21.8760092 64.1347793, -21.8762033 64.1348914)"
5072,4228,11139,False,17816,edge_17816,residential,"LINESTRING (-21.8760092 64.1347793, -21.8762033 64.1348914)",0.015668717622905677,650606511,"LINESTRING (-21.8760092 64.1347793, -21.8762033 64.1348914)"
5073,4229,4690,False,4841,edge_4841,tertiary,"LINESTRING (-21.7575553 64.0875422, -21.7567347 64.0871041)",0.06314644202686177,37271905,"LINESTRING (-21.7575553 64.0875422, -21.7567347 64.0871041)"
5074,4229,8245,False,17325,edge_17325,service,"LINESTRING (-21.7575553 64.0875422, -21.7570888 64.0876821, -21.7565952 64.0878188)",0.05608113036500757,599948333,"LINESTRING (-21.7575553 64.0875422, -21.7565952 64.0878188)"
5075,4230,15564,False,4948,edge_4948,residential,"LINESTRING (-21.8587326 64.1347, -21.8586785 64.1346909, -21.8586194 64.134684, -21.8585081 64.1346928, -21.8583485 64.1347214, -21.8582561 64.134732, -21.8581836 64.1347238, -21.8581214 64.1347076)",0.031535791856927675,40812002,"LINESTRING (-21.8587326 64.1347, -21.8581214 64.1347076)"
5076,4230,13607,False,13876,edge_13876,service,"LINESTRING (-21.8587326 64.1347, -21.8586727 64.1346173)",0.009669781670390926,231772070,"LINESTRING (-21.8587326 64.1347, -21.8586727 64.1346173)"
5077,4231,5544,False,13011,edge_13011,service,"LINESTRING (-21.6780612 64.1638798, -21.677651 64.1642682)",0.047675441616397064,202299511,"LINESTRING (-21.6780612 64.1638798, -21.677651 64.1642682)"
5078,4231,1565,False,13022,edge_13022,service,"LINESTRING (-21.6780612 64.1638798, -21.678401 64.16394)",0.017839964877187822,202299516,"LINESTRING (-21.6780612 64.1638798, -21.678401 64.16394)"
5079,4232,305,False,17351,edge_17351,tertiary,"LINESTRING (-21.9296582 64.1309596, -21.9296359 64.130993)",0.003878573293090222,605730546,"LINESTRING (-21.9296582 64.1309596, -21.9296359 64.130993)"
5080,4233,7974,False,3221,edge_3221,tertiary,"LINESTRING (-21.8062162 64.1097416, -21.8072769 64.110013)",0.05990052047832369,26296203,"LINESTRING (-21.8062162 64.1097416, -21.8072769 64.110013)"
5081,4234,6924,False,14909,edge_14909,service,"LINESTRING (-21.7822287 64.142815, -21.7822181 64.1431083)",0.032701024495095904,346049907,"LINESTRING (-21.7822287 64.142815, -21.7822181 64.1431083)"
5082,4234,8555,False,14926,edge_14926,service,"LINESTRING (-21.7822287 64.142815, -21.7824914 64.142817, -21.7826791 64.1428184, -21.7828503 64.1428197, -21.7830338 64.1428211, -21.7832191 64.1428225, -21.7834123 64.1428239, -21.7835839 64.1428252, -21.7837577 64.1428265, -21.7839431 64.1428279, -21.7841237 64.1428293, -21.7843095 64.1428307, -21.7844904 64.142832, -21.7847546 64.142834)",0.12298367073408661,347331024,"LINESTRING (-21.7822287 64.142815, -21.7847546 64.142834)"
5083,4235,3157,False,4399,edge_4399,service,"LINESTRING (-21.8138959 64.1094378, -21.8138862 64.1095873)",0.016672820460022494,29981935,"LINESTRING (-21.8138959 64.1094378, -21.8138862 64.1095873)"
5084,4235,4025,False,6768,edge_6768,service,"LINESTRING (-21.8138959 64.1094378, -21.8138972 64.109314)",0.013801249925208701,87237632,"LINESTRING (-21.8138959 64.1094378, -21.8138972 64.109314)"
5085,4237,14961,True,6095,edge_6095,service,"LINESTRING (-21.8312571 64.1241449, -21.8316256 64.1241559)",0.017993135515071788,60845128,"LINESTRING (-21.8312571 64.1241449, -21.8316256 64.1241559)"
5086,4238,7689,False,6480,edge_6480,service,"LINESTRING (-21.8330445 64.1244834, -21.8330471 64.1245397)",0.006277560629251139,69333105,"LINESTRING (-21.8330445 64.1244834, -21.8330471 64.1245397)"
5087,4238,11660,True,18519,edge_18519,tertiary,"LINESTRING (-21.8330445 64.1244834, -21.8324434 64.1244895)",0.029289838980612222,672953518,"LINESTRING (-21.8330445 64.1244834, -21.8324434 64.1244895)"
5088,4239,12335,False,1856,edge_1856,unclassified,"LINESTRING (-21.7868692 64.1026231, -21.7868233 64.1026837, -21.7862898 64.1033973, -21.7862859 64.1034461, -21.7863092 64.1034986, -21.7863472 64.1035265, -21.7863904 64.1035523, -21.7864427 64.1035726, -21.7865058 64.1035892, -21.7865961 64.1036014, -21.786702 64.1036097, -21.7867478 64.1036106)",0.12848848764458062,9675703,"LINESTRING (-21.7868692 64.1026231, -21.7867478 64.1036106)"
5089,4239,10087,False,1860,edge_1860,residential,"LINESTRING (-21.7868692 64.1026231, -21.7869817 64.1026414, -21.787108 64.102662, -21.7874593 64.1027504, -21.7881273 64.1029843, -21.7884728 64.1030715, -21.788966 64.1031554, -21.7895379 64.1032448, -21.789749 64.1032447, -21.7899475 64.1032243, -21.7901172 64.1031842, -21.7902319 64.1031321)",0.18645501970632464,9675740,"LINESTRING (-21.7868692 64.1026231, -21.7902319 64.1031321)"
5090,4240,12835,False,776,edge_776,residential,"LINESTRING (-21.9003049 64.1426421, -21.9006565 64.1427086)",0.018653071800108712,5079588,"LINESTRING (-21.9003049 64.1426421, -21.9006565 64.1427086)"
5091,4240,1631,False,9630,edge_9630,service,"LINESTRING (-21.9003049 64.1426421, -21.900403 64.1425536, -21.9004581 64.1424994, -21.900478 64.142482)",0.01974009809917148,126068008,"LINESTRING (-21.9003049 64.1426421, -21.900478 64.142482)"
5092,4241,10412,True,8982,edge_8982,tertiary,"LINESTRING (-21.92021 64.1395788, -21.9200687 64.1395572)",0.007288788167200584,112673876,"LINESTRING (-21.92021 64.1395788, -21.9200687 64.1395572)"
5093,4241,8070,True,16027,edge_16027,secondary,"LINESTRING (-21.92021 64.1395788, -21.9200955 64.139685)",0.013085954886274419,511851087,"LINESTRING (-21.92021 64.1395788, -21.9200955 64.139685)"
5094,4242,11718,False,11520,edge_11520,trunk,"LINESTRING (-21.6859192 64.1883616, -21.6862302 64.1886684)",0.037393243789601585,163997118,"LINESTRING (-21.6859192 64.1883616, -21.6862302 64.1886684)"
5095,4245,13282,True,14747,edge_14747,tertiary,"LINESTRING (-21.6956406 64.1709937, -21.6956484 64.1709712, -21.6956459 64.1709485)",0.005070335692893897,321081542,"LINESTRING (-21.6956406 64.1709937, -21.6956459 64.1709485)"
5096,4247,2680,False,609,edge_609,residential,"LINESTRING (-21.9499251 64.1508595, -21.9506381 64.1509952, -21.951545 64.1511598, -21.9515912 64.1511682)",0.08808872094148959,5073650,"LINESTRING (-21.9499251 64.1508595, -21.9515912 64.1511682)"
5097,4248,9227,False,3467,edge_3467,service,"LINESTRING (-21.7627156 64.1308083, -21.7629322 64.130878)",0.013101778812376272,26987050,"LINESTRING (-21.7627156 64.1308083, -21.7629322 64.130878)"
5098,4248,8534,False,6710,edge_6710,service,"LINESTRING (-21.7627156 64.1308083, -21.7625094 64.1307354)",0.012918912598386447,83509242,"LINESTRING (-21.7627156 64.1308083, -21.7625094 64.1307354)"
5099,4249,14829,False,5626,edge_5626,service,"LINESTRING (-21.9258898 64.1257483, -21.9259437 64.1255855)",0.01833776331984315,49836763,"LINESTRING (-21.9258898 64.1257483, -21.9259437 64.1255855)"
5100,4249,14829,False,5652,edge_5652,service,"LINESTRING (-21.9258898 64.1257483, -21.9257007 64.1257313, -21.9253265 64.1256913, -21.9250036 64.1256454, -21.9248303 64.1256024, -21.9247605 64.1254807, -21.9247902 64.1254532, -21.9248079 64.1254369, -21.9252027 64.1255039, -21.9255835 64.1255533, -21.9259437 64.1255855)",0.1316962343549074,49839327,"LINESTRING (-21.9258898 64.1257483, -21.9259437 64.1255855)"
5101,4250,13524,True,12852,edge_12852,trunk,"LINESTRING (-21.8110464 64.1242441, -21.812481 64.1242305)",0.06990207455643441,194187545,"LINESTRING (-21.8110464 64.1242441, -21.812481 64.1242305)"
5102,4251,15936,False,5745,edge_5745,service,"LINESTRING (-21.8420144 64.1288685, -21.841818 64.128886, -21.8416427 64.1289119, -21.8414721 64.1289284, -21.8411962 64.1289264, -21.8409632 64.1289095)",0.052230161725661264,55199866,"LINESTRING (-21.8420144 64.1288685, -21.8409632 64.1289095)"
5103,4251,7570,False,18498,edge_18498,service,"LINESTRING (-21.8420144 64.1288685, -21.8419825 64.1291199, -21.8419206 64.12924, -21.8418223 64.129363, -21.8417214 64.1294469, -21.8415148 64.1295812, -21.8411702 64.1298417, -21.8409068 64.1300032, -21.8406684 64.1301478, -21.8405709 64.1302051, -21.8403585 64.1303301, -21.8401574 64.1304423, -21.8400871 64.1304605, -21.8400044 64.1304651, -21.839927 64.1304431, -21.8399004 64.1304049, -21.8399247 64.1303697, -21.8400151 64.1303304, -21.8403485 64.1302563, -21.8405709 64.1302051)",0.2593971232013413,672953490,"LINESTRING (-21.8420144 64.1288685, -21.8405709 64.1302051)"
5104,4252,5365,False,3283,edge_3283,unclassified,"LINESTRING (-21.7929909 64.097533, -21.7929598 64.0974803)",0.0060674998097541046,26696592,"LINESTRING (-21.7929909 64.097533, -21.7929598 64.0974803)"
5105,4252,9283,True,16089,edge_16089,primary,"LINESTRING (-21.7929909 64.097533, -21.7935223 64.0974876)",0.026401326675471314,515877497,"LINESTRING (-21.7929909 64.097533, -21.7935223 64.0974876)"
5106,4253,3041,False,10889,edge_10889,service,"LINESTRING (-21.9346972 64.1370657, -21.9348206 64.1373299)",0.030059516201389334,156958433,"LINESTRING (-21.9346972 64.1370657, -21.9348206 64.1373299)"
5107,4253,12851,False,14758,edge_14758,service,"LINESTRING (-21.9346972 64.1370657, -21.9348171 64.1370852)",0.006229743786158988,321424996,"LINESTRING (-21.9346972 64.1370657, -21.9348171 64.1370852)"
5108,4254,1468,False,18720,edge_18720,unclassified,"LINESTRING (-21.6004224 64.1715788, -21.6005675 64.1716334, -21.6007531 64.17168, -21.6011426 64.171753, -21.6015211 64.1718075, -21.6019942 64.1718649, -21.6032619 64.1720116, -21.603761 64.1720814, -21.604103 64.172155, -21.604385 64.1722327, -21.6050647 64.1724501, -21.6073672 64.1731967, -21.6080625 64.173415, -21.6086138 64.1735557, -21.6090172 64.1736394, -21.6095799 64.1737312, -21.6101383 64.1737934, -21.6106015 64.173826, -21.6110739 64.173841, -21.6116147 64.1738532, -21.6122388 64.173857, -21.6126804 64.1738533)",0.6638419480261132,677167563,"LINESTRING (-21.6004224 64.1715788, -21.6126804 64.1738533)"
5109,4256,11799,False,13899,edge_13899,service,"LINESTRING (-21.8486416 64.1167595, -21.8487178 64.1167342, -21.8490447 64.1166481, -21.8486909 64.1163526)",0.0604407495369685,233748318,"LINESTRING (-21.8486416 64.1167595, -21.8486909 64.1163526)"
5110,4256,1481,False,18821,edge_18821,residential,"LINESTRING (-21.8486416 64.1167595, -21.8485831 64.1167154, -21.8482706 64.1164651, -21.8477561 64.1160623, -21.84768 64.1160051)",0.09627565990219333,678378145,"LINESTRING (-21.8486416 64.1167595, -21.84768 64.1160051)"
5111,4257,15274,False,3837,edge_3837,track,"LINESTRING (-21.7554444 64.1019698, -21.7552866 64.1019558, -21.7551289 64.1019261, -21.7547197 64.1018101, -21.7541313 64.101621, -21.7538629 64.1015404, -21.7534408 64.1014498, -21.7530145 64.1013239, -21.752613 64.1012617, -21.7512742 64.1011122, -21.7509298 64.1011048, -21.7507674 64.1010894, -21.7505063 64.1010308, -21.7503203 64.1010057, -21.7502005 64.1009739, -21.749703 64.1008129, -21.7494724 64.1007214, -21.7489486 64.1004058, -21.748779 64.1003334, -21.7483501 64.1002252, -21.7479779 64.1001024, -21.7477285 64.1000336, -21.7467518 64.0998005, -21.7466335 64.0997409, -21.7464507 64.0996234, -21.7463272 64.0995758, -21.7459323 64.0994849, -21.7456324 64.0994366, -21.7452812 64.0994051, -21.745175 64.0993812, -21.7448876 64.0992468, -21.7447676 64.0991857)",0.6218382610657128,28725956,"LINESTRING (-21.7554444 64.1019698, -21.7447676 64.0991857)"
5112,4257,6420,False,12175,edge_12175,track,"LINESTRING (-21.7554444 64.1019698, -21.7556035 64.1034049, -21.7557975 64.1043293, -21.7559169 64.104814, -21.7560927 64.1051701, -21.7563072 64.1053387, -21.7567707 64.1056171, -21.7568755 64.1056939)",0.4284813071628796,170771898,"LINESTRING (-21.7554444 64.1019698, -21.7568755 64.1056939)"
5113,4258,10251,False,2966,edge_2966,residential,"LINESTRING (-21.5517439 64.2231626, -21.5522357 64.2229691, -21.5525274 64.2227655, -21.5526572 64.2227257, -21.5527594 64.2226747, -21.552851 64.2225951, -21.5529638 64.2224692, -21.5531213 64.2223868, -21.553496 64.2222137, -21.553694 64.2220693, -21.5538771 64.2219767, -21.5541006 64.2218406, -21.5544902 64.2215823, -21.5549466 64.2212872, -21.5553386 64.2209683, -21.555582 64.2206905, -21.5556124 64.2205178, -21.5556681 64.2204186, -21.555827 64.2202643, -21.5560111 64.2200255, -21.556197 64.2198175)",0.4387580530830469,25113416,"LINESTRING (-21.5517439 64.2231626, -21.556197 64.2198175)"
5114,4259,9190,True,9474,edge_9474,residential,"LINESTRING (-21.8938453 64.1289844, -21.8937798 64.1291142, -21.8937431 64.1291868, -21.8937244 64.1292873)",0.03434660206582127,119962195,"LINESTRING (-21.8938453 64.1289844, -21.8937244 64.1292873)"
5115,4259,11850,True,9475,edge_9475,service,"LINESTRING (-21.8938453 64.1289844, -21.893909 64.1290744)",0.010501897529341775,119962196,"LINESTRING (-21.8938453 64.1289844, -21.893909 64.1290744)"
5116,4260,11866,False,13190,edge_13190,service,"LINESTRING (-21.7005369 64.1690095, -21.7012681 64.1688082)",0.04205120697597062,220936860,"LINESTRING (-21.7005369 64.1690095, -21.7012681 64.1688082)"
5117,4261,4908,True,482,edge_482,service,"LINESTRING (-21.9545475 64.141112, -21.9543766 64.1411082, -21.954221 64.1410951, -21.9540834 64.1410671, -21.9539891 64.1410214, -21.9539315 64.1409849, -21.9538634 64.1409392)",0.04131458632279916,5014125,"LINESTRING (-21.9545475 64.141112, -21.9538634 64.1409392)"
5118,4261,2582,True,15641,edge_15641,tertiary,"LINESTRING (-21.9545475 64.141112, -21.9543224 64.1411687, -21.9541742 64.1412334, -21.9541151 64.141262, -21.9540408 64.141298, -21.9539592 64.1413497, -21.9539107 64.1414191)",0.047639613950630016,497231107,"LINESTRING (-21.9545475 64.141112, -21.9539107 64.1414191)"
5119,4262,7956,False,13002,edge_13002,service,"LINESTRING (-21.6768668 64.1620665, -21.6767248 64.1622332, -21.6761332 64.162173)",0.04937829840945894,202299505,"LINESTRING (-21.6768668 64.1620665, -21.6761332 64.162173)"
5120,4262,3448,False,13019,edge_13019,service,"LINESTRING (-21.6768668 64.1620665, -21.6771391 64.1621119)",0.014180807654918035,202299514,"LINESTRING (-21.6768668 64.1620665, -21.6771391 64.1621119)"
5121,4263,7708,False,14110,edge_14110,service,"LINESTRING (-21.6944041 64.3363511, -21.6956637 64.3364649, -21.6970218 64.3367021, -21.6978651 64.3368065, -21.6980978 64.3368156, -21.6982802 64.3368086, -21.6984358 64.3367947, -21.6985989 64.3367733, -21.6988059 64.3367412, -21.6990261 64.3366831, -21.6994861 64.3364175, -21.6999242 64.3360997, -21.700018 64.3360184)",0.3229688066922921,243682096,"LINESTRING (-21.6944041 64.3363511, -21.700018 64.3360184)"
5122,4265,2096,False,12139,edge_12139,track,"LINESTRING (-21.7176834 64.0943116, -21.7176748 64.094389, -21.7174925 64.0945155, -21.7174066 64.0946468, -21.7173959 64.0948343, -21.7174495 64.0951671, -21.7177178 64.0954999, -21.7178444 64.0956709, -21.7177929 64.0958045)",0.17311579533639052,170771025,"LINESTRING (-21.7176834 64.0943116, -21.7177929 64.0958045)"
5123,4266,4376,False,4868,edge_4868,residential,"LINESTRING (-21.7843356 64.1168071, -21.7845123 64.1167194)",0.013027616828368773,37857159,"LINESTRING (-21.7843356 64.1168071, -21.7845123 64.1167194)"
5124,4266,14503,False,7945,edge_7945,service,"LINESTRING (-21.7843356 64.1168071, -21.7844366 64.116852, -21.7845383 64.1168973)",0.014094931122048083,105585289,"LINESTRING (-21.7843356 64.1168071, -21.7845383 64.1168973)"
5125,4267,877,False,562,edge_562,residential,"LINESTRING (-21.8837213 64.1484835, -21.884149 64.1485846)",0.0236721622429376,5067004,"LINESTRING (-21.8837213 64.1484835, -21.884149 64.1485846)"
5126,4267,5911,False,9655,edge_9655,service,"LINESTRING (-21.8837213 64.1484835, -21.8838023 64.1484218, -21.8838085 64.1484171, -21.8838707 64.1483928, -21.8840491 64.14837, -21.8842582 64.1482287, -21.884371 64.1481525, -21.8845697 64.1481482)",0.06019406581539853,126230986,"LINESTRING (-21.8837213 64.1484835, -21.8845697 64.1481482)"
5127,4268,10353,False,3820,edge_3820,residential,"LINESTRING (-21.8207629 64.1406456, -21.8207891 64.1406493, -21.8220082 64.1407694, -21.8221375 64.1407809)",0.0686087338100864,28389377,"LINESTRING (-21.8207629 64.1406456, -21.8221375 64.1407809)"
5128,4272,15673,False,14512,edge_14512,service,"LINESTRING (-21.8803589 64.1246536, -21.8811904 64.1247613, -21.8810965 64.1248836, -21.8810707 64.1249256)",0.061475924129980514,291794605,"LINESTRING (-21.8803589 64.1246536, -21.8810707 64.1249256)"
5129,4273,669,False,1614,edge_1614,residential,"LINESTRING (-21.7851165 64.1377543, -21.7850206 64.1376984, -21.7844228 64.1373552)",0.05586048954332469,8024223,"LINESTRING (-21.7851165 64.1377543, -21.7844228 64.1373552)"
5130,4273,4725,False,9736,edge_9736,service,"LINESTRING (-21.7851165 64.1377543, -21.7853376 64.1377058, -21.7854556 64.1377503, -21.7857882 64.1381165, -21.7857286 64.1382512)",0.07885048929030454,128500728,"LINESTRING (-21.7851165 64.1377543, -21.7857286 64.1382512)"
5131,4274,77,False,16693,edge_16693,tertiary,"LINESTRING (-21.7604342 64.1269148, -21.7600759 64.1268694)",0.018171731339992978,563744771,"LINESTRING (-21.7604342 64.1269148, -21.7600759 64.1268694)"
5132,4277,15823,False,8315,edge_8315,service,"LINESTRING (-21.7675619 64.1389431, -21.7669119 64.1386387)",0.04640174915833481,107452445,"LINESTRING (-21.7675619 64.1389431, -21.7669119 64.1386387)"
5133,4278,8384,False,10849,edge_10849,secondary,"LINESTRING (-21.7732384 64.1550136, -21.7726343 64.1547826, -21.7722387 64.1545866, -21.7720663 64.1544767, -21.7717161 64.154238, -21.7714403 64.1539915, -21.77124 64.1537603, -21.7711075 64.153567, -21.7710036 64.1533591, -21.7709349 64.153144, -21.7709078 64.1529663, -21.7709166 64.1527842, -21.7709451 64.1526276, -21.770978 64.1525015, -21.771027 64.1523427, -21.7710955 64.1522027, -21.7712146 64.1520013, -21.7713329 64.1517963, -21.7713814 64.1517011)",0.4064817830456554,153062917,"LINESTRING (-21.7732384 64.1550136, -21.7713814 64.1517011)"
5134,4278,10441,False,15590,edge_15590,service,"LINESTRING (-21.7732384 64.1550136, -21.7728926 64.1552247, -21.7730991 64.1553019)",0.04216033828303932,477583758,"LINESTRING (-21.7732384 64.1550136, -21.7730991 64.1553019)"
5135,4279,7671,True,4832,edge_4832,tertiary,"LINESTRING (-21.9537112 64.1419756, -21.9539334 64.1418968, -21.9540688 64.1418742, -21.9543354 64.1418515)",0.034215305838416324,37157460,"LINESTRING (-21.9537112 64.1419756, -21.9543354 64.1418515)"
5136,4280,11920,False,4704,edge_4704,residential,"LINESTRING (-21.7752143 64.1010305, -21.7756424 64.1009803)",0.02160924650516876,34777126,"LINESTRING (-21.7752143 64.1010305, -21.7756424 64.1009803)"
5137,4283,11594,False,10280,edge_10280,tertiary,"LINESTRING (-21.8579274 64.1374254, -21.8579545 64.1374537)",0.0034197025065560525,138017052,"LINESTRING (-21.8579274 64.1374254, -21.8579545 64.1374537)"
5138,4284,8129,True,11741,edge_11741,secondary,"LINESTRING (-21.9842849 64.1515928, -21.9841598 64.1515043)",0.011593231341011456,165289459,"LINESTRING (-21.9842849 64.1515928, -21.9841598 64.1515043)"
5139,4286,13164,False,14134,edge_14134,service,"LINESTRING (-21.7797957 64.1492322, -21.7799231 64.1492158, -21.7800468 64.1491999, -21.780181 64.1492023, -21.7816079 64.149359)",0.09088901853072866,249095663,"LINESTRING (-21.7797957 64.1492322, -21.7816079 64.149359)"
5140,4286,6352,False,14203,edge_14203,residential,"LINESTRING (-21.7797957 64.1492322, -21.7797277 64.1491184, -21.7796576 64.1490011, -21.7796109 64.148923, -21.7794652 64.1486792)",0.06371231257223531,259082200,"LINESTRING (-21.7797957 64.1492322, -21.7794652 64.1486792)"
5141,4287,800,False,3033,edge_3033,tertiary,"LINESTRING (-21.8205421 64.1085163, -21.8207335 64.1084519, -21.8208525 64.1083975, -21.8209747 64.1082908, -21.8210014 64.1082619, -21.8211526 64.108098)",0.05664276200874922,25573959,"LINESTRING (-21.8205421 64.1085163, -21.8211526 64.108098)"
5142,4287,4564,False,3227,edge_3227,tertiary,"LINESTRING (-21.8205421 64.1085163, -21.8207124 64.1086708)",0.019119393761413497,26296204,"LINESTRING (-21.8205421 64.1085163, -21.8207124 64.1086708)"
5143,4288,7093,False,497,edge_497,residential,"LINESTRING (-21.9916025 64.1566129, -21.9920557 64.1562953)",0.04171167924037688,5014138,"LINESTRING (-21.9916025 64.1566129, -21.9920557 64.1562953)"
5144,4288,6363,False,7575,edge_7575,service,"LINESTRING (-21.9916025 64.1566129, -21.9901795 64.1562238)",0.08170540319607704,98820460,"LINESTRING (-21.9916025 64.1566129, -21.9901795 64.1562238)"
5145,4290,8528,False,10676,edge_10676,tertiary,"LINESTRING (-21.7503121 64.1267507, -21.7494321 64.1265318, -21.7489366 64.1264168, -21.7485462 64.1263789, -21.7484242 64.1263671)",0.10222083879953309,150525581,"LINESTRING (-21.7503121 64.1267507, -21.7484242 64.1263671)"
5146,4292,897,False,6248,edge_6248,service,"LINESTRING (-21.9271577 64.1400251, -21.9270793 64.1399725, -21.9270427 64.1399479, -21.927023 64.1398946, -21.9270458 64.1396921, -21.927013 64.1396495, -21.9269747 64.1396113, -21.9270045 64.1391859)",0.09599265271995114,64062079,"LINESTRING (-21.9271577 64.1400251, -21.9270045 64.1391859)"
5147,4292,8356,False,16041,edge_16041,tertiary,"LINESTRING (-21.9271577 64.1400251, -21.927565 64.1399206)",0.022998866780580603,512361943,"LINESTRING (-21.9271577 64.1400251, -21.927565 64.1399206)"
5148,4293,8099,False,8934,edge_8934,service,"LINESTRING (-21.902066 64.1372682, -21.9016888 64.1377504, -21.9016541 64.137797)",0.06226916068974471,111616744,"LINESTRING (-21.902066 64.1372682, -21.9016541 64.137797)"
5149,4293,9509,False,8942,edge_8942,service,"LINESTRING (-21.902066 64.1372682, -21.9022167 64.1370565, -21.9025353 64.1371032, -21.902379 64.1373141)",0.06579023067719168,111616796,"LINESTRING (-21.902066 64.1372682, -21.902379 64.1373141)"
5150,4294,482,False,6928,edge_6928,service,"LINESTRING (-21.9336964 64.1315408, -21.9327834 64.1315754)",0.04463150295996961,89529462,"LINESTRING (-21.9336964 64.1315408, -21.9327834 64.1315754)"
5151,4294,15126,False,9895,edge_9895,service,"LINESTRING (-21.9336964 64.1315408, -21.9337247 64.1316755, -21.9336542 64.131698, -21.9328073 64.131741)",0.060854185041218235,132524449,"LINESTRING (-21.9336964 64.1315408, -21.9328073 64.131741)"
5152,4295,1958,True,268,edge_268,secondary,"LINESTRING (-21.8908298 64.1400631, -21.8892583 64.1401679, -21.8889358 64.1401866, -21.8884698 64.1401983, -21.8881161 64.1402047, -21.887462 64.1402059)",0.16504352175254533,4437581,"LINESTRING (-21.8908298 64.1400631, -21.887462 64.1402059)"
5153,4295,13066,False,10170,edge_10170,residential,"LINESTRING (-21.8908298 64.1400631, -21.8907919 64.1399218, -21.89079 64.1398798, -21.8908006 64.1398306)",0.026051834151707566,137611381,"LINESTRING (-21.8908298 64.1400631, -21.8908006 64.1398306)"
5154,4297,5905,False,7069,edge_7069,residential,"LINESTRING (-21.8042534 64.1466425, -21.8044657 64.1467321, -21.8047232 64.1467976, -21.8050023 64.1468347)",0.04307852096373848,91899179,"LINESTRING (-21.8042534 64.1466425, -21.8050023 64.1468347)"
5155,4298,5173,False,10224,edge_10224,service,"LINESTRING (-21.8660196 64.1482825, -21.8657236 64.1482489, -21.8656504 64.1482406, -21.8656562 64.1481189)",0.032136980682607626,138009606,"LINESTRING (-21.8660196 64.1482825, -21.8656562 64.1481189)"
5156,4298,12468,False,10232,edge_10232,service,"LINESTRING (-21.8660196 64.1482825, -21.8662902 64.1483114)",0.013559031138835971,138009655,"LINESTRING (-21.8660196 64.1482825, -21.8662902 64.1483114)"
5157,4299,6534,True,5555,edge_5555,secondary,"LINESTRING (-21.7342027 64.135935, -21.7345258 64.135915, -21.7349022 64.1359892, -21.7363583 64.1362908, -21.7387716 64.1367659, -21.7388704 64.1367999, -21.7389519 64.1368692)",0.2581738763690387,48547647,"LINESTRING (-21.7342027 64.135935, -21.7389519 64.1368692)"
5158,4299,1817,False,14590,edge_14590,secondary,"LINESTRING (-21.7342027 64.135935, -21.7343108 64.1359145, -21.7343586 64.1358979, -21.7344368 64.1358481, -21.7344622 64.1357805, -21.7344335 64.1357306)",0.028816683490613816,297937483,"LINESTRING (-21.7342027 64.135935, -21.7344335 64.1357306)"
5159,4300,8365,False,6313,edge_6313,residential,"LINESTRING (-21.8116158 64.1373349, -21.8117027 64.1373766, -21.8109624 64.1376989, -21.8108834 64.137714, -21.8107934 64.1376994, -21.8103396 64.1375327)",0.09492596642071519,68515462,"LINESTRING (-21.8116158 64.1373349, -21.8103396 64.1375327)"
5160,4300,8441,False,6314,edge_6314,residential,"LINESTRING (-21.8116158 64.1373349, -21.8119726 64.1371664)",0.02558663983704526,68515474,"LINESTRING (-21.8116158 64.1373349, -21.8119726 64.1371664)"
5161,4301,3719,True,18942,edge_18942,residential,"LINESTRING (-21.9238905 64.1459751, -21.9236714 64.1461448, -21.9235877 64.1462052)",0.02958717964447445,679579482,"LINESTRING (-21.9238905 64.1459751, -21.9235877 64.1462052)"
5162,4302,2515,True,11425,edge_11425,secondary,"LINESTRING (-21.9539991 64.137798, -21.9540823 64.1377252)",0.009070601310016906,161447602,"LINESTRING (-21.9539991 64.137798, -21.9540823 64.1377252)"
5163,4304,324,False,4551,edge_4551,residential,"LINESTRING (-21.6901547 64.1839388, -21.689922 64.183977, -21.6897762 64.1839861, -21.6896812 64.1839576, -21.6895412 64.1837781)",0.04598769638225705,33294913,"LINESTRING (-21.6901547 64.1839388, -21.6895412 64.1837781)"
