region_id,graph_source,method,parameter_id,salib_name,level,parameter_value,baseline_value,low_value,high_value,unit,applies_to,scenario_filter,policy_id,scenario_id,scenario_family,scenario_type,seed,mode,completion_rate,censored_count,penalized_makespan,total_service_minutes,passengers_per_total_service_minute,delta_completion_rate,abs_delta_completion_rate,delta_censored_count,abs_delta_censored_count,delta_penalized_makespan,abs_delta_penalized_makespan,delta_total_service_minutes,abs_delta_total_service_minutes,delta_passengers_per_total_service_minute,abs_delta_passengers_per_total_service_minute,selected_edge_count,selected_edge_probability,notes,claim_scope
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,road_background_traffic_multiplier,road_background_traffic_multiplier,high,2.0,1,0.8,2,multiplier,all,all,bus_only,songpa_random_capacity_reduction,random,capacity_reduction,2201,bus_only,1.0,0,19.29,12.88,1.8633,0.0,0.0,0,0,0.01,0.01,0.04,0.04,-0.0063,0.0063,4,1.0,parameter=Multiplier on pilot scaffold background road volume used by BPR travel time. | policy=bus_only | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,road_background_traffic_multiplier,road_background_traffic_multiplier,high,2.0,1,0.8,2,multiplier,all,all,bus_only,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,bus_only,1.0,0,19.36,13.08,1.835,0.0,0.0,0,0,0.08,0.08,0.23,0.23,-0.0328,0.0328,21,1.0,parameter=Multiplier on pilot scaffold background road volume used by BPR travel time. | policy=bus_only | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,road_background_traffic_multiplier,road_background_traffic_multiplier,high,2.0,1,0.8,2,multiplier,all,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,51.12,56.81,0.4225,0.0,0.0,0,0,0.01,0.01,0.05,0.05,-0.0003,0.0003,4,1.0,parameter=Multiplier on pilot scaffold background road volume used by BPR travel time. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,road_background_traffic_multiplier,road_background_traffic_multiplier,high,2.0,1,0.8,2,multiplier,all,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,51.22,57.09,0.4204,0.0,0.0,0,0,0.1,0.1,0.31,0.31,-0.0023,0.0023,21,1.0,parameter=Multiplier on pilot scaffold background road volume used by BPR travel time. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,capacity_reduction_factor,capacity_reduction_factor,low,0.25,0.5,0.25,0.75,factor,all,capacity_reduction,bus_only,songpa_random_capacity_reduction,random,capacity_reduction,2201,bus_only,1.0,0,19.28,12.85,1.8675,0.0,0.0,0,0,0.0,0.0,0.01,0.01,-0.0021,0.0021,4,1.0,parameter=Capacity-retention factor for selected degraded road edges. | policy=bus_only | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,capacity_reduction_factor,capacity_reduction_factor,low,0.25,0.5,0.25,0.75,factor,all,capacity_reduction,bus_only,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,bus_only,1.0,0,19.36,13.07,1.8366,0.0,0.0,0,0,0.07,0.07,0.22,0.22,-0.0312,0.0312,21,1.0,parameter=Capacity-retention factor for selected degraded road edges. | policy=bus_only | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,capacity_reduction_factor,capacity_reduction_factor,low,0.25,0.5,0.25,0.75,factor,all,capacity_reduction,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,51.12,56.78,0.4227,0.0,0.0,0,0,0.01,0.01,0.02,0.02,-0.0001,0.0001,4,1.0,parameter=Capacity-retention factor for selected degraded road edges. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,capacity_reduction_factor,capacity_reduction_factor,low,0.25,0.5,0.25,0.75,factor,all,capacity_reduction,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,51.22,57.1,0.4203,0.0,0.0,0,0,0.11,0.11,0.32,0.32,-0.0024,0.0024,21,1.0,parameter=Capacity-retention factor for selected degraded road edges. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,capacity_reduction_factor,capacity_reduction_factor,high,0.75,0.5,0.25,0.75,factor,all,capacity_reduction,bus_only,songpa_random_capacity_reduction,random,capacity_reduction,2201,bus_only,1.0,0,19.28,12.84,1.8697,0.0,0.0,0,0,-0.0,0.0,0.0,0.0,0.0001,0.0001,4,1.0,parameter=Capacity-retention factor for selected degraded road edges. | policy=bus_only | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,capacity_reduction_factor,capacity_reduction_factor,high,0.75,0.5,0.25,0.75,factor,all,capacity_reduction,bus_only,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,bus_only,1.0,0,19.28,12.84,1.8695,0.0,0.0,0,0,-0.0,0.0,-0.01,0.01,0.0017,0.0017,21,1.0,parameter=Capacity-retention factor for selected degraded road edges. | policy=bus_only | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,capacity_reduction_factor,capacity_reduction_factor,high,0.75,0.5,0.25,0.75,factor,all,capacity_reduction,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,51.11,56.76,0.4228,0.0,0.0,0,0,-0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Capacity-retention factor for selected degraded road edges. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,capacity_reduction_factor,capacity_reduction_factor,high,0.75,0.5,0.25,0.75,factor,all,capacity_reduction,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,51.11,56.76,0.4228,0.0,0.0,0,0,-0.01,0.01,-0.02,0.02,0.0001,0.0001,21,1.0,parameter=Capacity-retention factor for selected degraded road edges. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,rail_headway,rail_headway,low,5.0,10,5,20,min,multimodal,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,46.11,76.76,0.3127,0.0,0.0,0,0,-5.0,5.0,20.0,20.0,-0.1101,0.1101,4,1.0,parameter=Fixed rail headway assumption for multimodal screening rows. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,rail_headway,rail_headway,low,5.0,10,5,20,min,multimodal,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,46.12,76.78,0.3126,0.0,0.0,0,0,-5.0,5.0,20.0,20.0,-0.1101,0.1101,21,1.0,parameter=Fixed rail headway assumption for multimodal screening rows. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,rail_headway,rail_headway,high,20.0,10,5,20,min,multimodal,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,61.11,56.76,0.4228,0.0,0.0,0,0,10.0,10.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Fixed rail headway assumption for multimodal screening rows. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,rail_headway,rail_headway,high,20.0,10,5,20,min,multimodal,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,61.12,56.78,0.4227,0.0,0.0,0,0,10.0,10.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Fixed rail headway assumption for multimodal screening rows. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,rail_capacity,rail_capacity,low,8,16,8,32,pax/train,multimodal,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,61.11,76.76,0.3127,0.0,0.0,0,0,10.0,10.0,20.0,20.0,-0.1101,0.1101,4,1.0,parameter=Fixture-scaled train capacity so small offline samples can expose rail bottlenecks. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,rail_capacity,rail_capacity,low,8,16,8,32,pax/train,multimodal,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,61.12,76.78,0.3126,0.0,0.0,0,0,10.0,10.0,20.0,20.0,-0.1101,0.1101,21,1.0,parameter=Fixture-scaled train capacity so small offline samples can expose rail bottlenecks. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,rail_capacity,rail_capacity,high,32,16,8,32,pax/train,multimodal,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,51.11,56.76,0.4228,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Fixture-scaled train capacity so small offline samples can expose rail bottlenecks. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,rail_capacity,rail_capacity,high,32,16,8,32,pax/train,multimodal,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,51.12,56.78,0.4227,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Fixture-scaled train capacity so small offline samples can expose rail bottlenecks. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,transfer_fixed_delay,transfer_fixed_delay,low,0.0,3,0,10,min,multimodal,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,46.11,56.76,0.4228,0.0,0.0,0,0,-5.0,5.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Fixed station transfer delay between feeder and rail service. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,transfer_fixed_delay,transfer_fixed_delay,low,0.0,3,0,10,min,multimodal,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,46.12,56.78,0.4227,0.0,0.0,0,0,-5.0,5.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Fixed station transfer delay between feeder and rail service. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,transfer_fixed_delay,transfer_fixed_delay,high,10.0,3,0,10,min,multimodal,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,56.11,56.76,0.4228,0.0,0.0,0,0,5.0,5.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Fixed station transfer delay between feeder and rail service. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,transfer_fixed_delay,transfer_fixed_delay,high,10.0,3,0,10,min,multimodal,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,56.12,56.78,0.4227,0.0,0.0,0,0,5.0,5.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Fixed station transfer delay between feeder and rail service. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,transfer_per_passenger_delay,transfer_per_passenger_delay,low,0.0,0.02,0,0.1,min/pax,multimodal,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,51.11,56.76,0.4228,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Crowding-style transfer delay applied per passenger in a station batch. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,transfer_per_passenger_delay,transfer_per_passenger_delay,low,0.0,0.02,0,0.1,min/pax,multimodal,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,51.12,56.78,0.4227,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Crowding-style transfer delay applied per passenger in a station batch. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,transfer_per_passenger_delay,transfer_per_passenger_delay,high,0.1,0.02,0,0.1,min/pax,multimodal,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,51.11,56.76,0.4228,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Crowding-style transfer delay applied per passenger in a station batch. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,transfer_per_passenger_delay,transfer_per_passenger_delay,high,0.1,0.02,0,0.1,min/pax,multimodal,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,51.12,56.78,0.4227,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Crowding-style transfer delay applied per passenger in a station batch. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,turnaround_time,turnaround_time,low,4.0,8,4,20,min,all,all,bus_only,songpa_random_capacity_reduction,random,capacity_reduction,2201,bus_only,1.0,0,19.28,12.84,1.8696,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Vehicle turnaround proxy applied to direct bus feeder shuttle and last-mile fleets. | policy=bus_only | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,turnaround_time,turnaround_time,low,4.0,8,4,20,min,all,all,bus_only,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,bus_only,1.0,0,19.28,12.85,1.8678,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Vehicle turnaround proxy applied to direct bus feeder shuttle and last-mile fleets. | policy=bus_only | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,turnaround_time,turnaround_time,low,4.0,8,4,20,min,all,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,51.11,56.76,0.4228,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Vehicle turnaround proxy applied to direct bus feeder shuttle and last-mile fleets. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,turnaround_time,turnaround_time,low,4.0,8,4,20,min,all,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,51.12,56.78,0.4227,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Vehicle turnaround proxy applied to direct bus feeder shuttle and last-mile fleets. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,turnaround_time,turnaround_time,high,20.0,8,4,20,min,all,all,bus_only,songpa_random_capacity_reduction,random,capacity_reduction,2201,bus_only,1.0,0,19.28,12.84,1.8696,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Vehicle turnaround proxy applied to direct bus feeder shuttle and last-mile fleets. | policy=bus_only | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,turnaround_time,turnaround_time,high,20.0,8,4,20,min,all,all,bus_only,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,bus_only,1.0,0,19.28,12.85,1.8678,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Vehicle turnaround proxy applied to direct bus feeder shuttle and last-mile fleets. | policy=bus_only | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,turnaround_time,turnaround_time,high,20.0,8,4,20,min,all,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,62.22,56.76,0.4228,0.0,0.0,0,0,11.11,11.11,0.0,0.0,0.0,0.0,4,1.0,parameter=Vehicle turnaround proxy applied to direct bus feeder shuttle and last-mile fleets. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,turnaround_time,turnaround_time,high,20.0,8,4,20,min,all,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,62.23,56.78,0.4227,0.0,0.0,0,0,11.11,11.11,0.0,0.0,0.0,0.0,21,1.0,parameter=Vehicle turnaround proxy applied to direct bus feeder shuttle and last-mile fleets. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,last_mile_access_disruption_probability,last_mile_access_disruption_probability,low,0.0,1,0,1,probability,multimodal,last_mile,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,51.11,56.76,0.4228,0.0,0.0,0,0,-0.01,0.01,-0.02,0.02,0.0001,0.0001,21,0.0,parameter=Probability assigned to selected last-mile disruption edges with the high value matching the deterministic pilot scaffold case. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,last_mile_access_disruption_probability,last_mile_access_disruption_probability,high,1.0,1,0,1,probability,multimodal,last_mile,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,51.12,56.78,0.4227,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Probability assigned to selected last-mile disruption edges with the high value matching the deterministic pilot scaffold case. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
