bus_fleet_size,bus_dispatch_interval_min,p_fail_scale,rep,seed,s,bus_makespan,multi_makespan,delta_makespan,bus_penalized_makespan,multi_penalized_makespan,delta_penalized_makespan,bus_success_count,multi_success_count,bus_success_rate,multi_success_rate,delta_success_rate,bus_completion_rate,multi_completion_rate,delta_completion_rate,bus_resource_eff,multi_resource_eff,delta_resource_eff,bus_leftover,multi_leftover,bus_censored_count,multi_censored_count,bus_total_personnel,multi_total_personnel,bus_bus_trips,multi_bus_trips,bus_train_trips,multi_train_trips,bus_bus_minutes,multi_bus_minutes,bus_train_minutes,multi_train_minutes,bus_lastmile_minutes,multi_lastmile_minutes,bus_lastmile_vehicle_minutes,multi_lastmile_vehicle_minutes,bus_road_vehicle_service_minutes,multi_road_vehicle_service_minutes,delta_road_vehicle_service_minutes,bus_train_service_minutes,multi_train_service_minutes,delta_train_service_minutes,bus_total_service_minutes,multi_total_service_minutes,delta_total_service_minutes,bus_passenger_travel_minutes,multi_passenger_travel_minutes,delta_passenger_travel_minutes,bus_passengers_per_vehicle_minute,multi_passengers_per_vehicle_minute,delta_passengers_per_vehicle_minute,bus_passengers_per_total_service_minute,multi_passengers_per_total_service_minute,delta_passengers_per_total_service_minute,bus_arrival_q50_min,multi_arrival_q50_min,delta_arrival_q50_min,bus_arrival_q90_min,multi_arrival_q90_min,delta_arrival_q90_min,bus_arrival_q95_min,multi_arrival_q95_min,delta_arrival_q95_min,bus_prob_completion_within_window,multi_prob_completion_within_window,delta_prob_completion_within_window
23,3.0,1.0,17,18,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
23,3.0,1.0,18,19,1.2,595.4238794864369,inf,-inf,595.4238794864369,1441440.0,-1440844.5761205135,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9595,0.0,0.9595,0.0,1000.0,0.0,1000.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1042.17,31.19,0.0,540.0,0.0,0.0,0.0,0.0,1042.17,31.19,1010.98,0.0,540.0,-540.0,1042.17,571.19,470.98,43423.62,61356.11,-17932.489999999998,0.9595,0.0,0.9595,0.9595,0.0,0.9595,562.423626997761,1440.0,-877.576373002239,586.4238794864369,1440.0,-853.5761205135631,592.4238794864369,1440.0,-847.5761205135631,1.0,0.0,1.0
23,3.0,1.0,19,20,1.2,596.1046594755452,696.0349748954934,-99.93031541994822,596.1046594755452,696.0349748954934,-99.93031541994822,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9447,0.9479,-0.0031999999999999806,0.0,0.0,0.0,0.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1058.5,31.19,0.0,540.0,0.0,483.8,0.0,483.8,1058.5,514.99,543.51,0.0,540.0,-540.0,1058.5,1054.99,3.509999999999991,44104.33,82391.01,-38286.67999999999,0.9447,1.9418,-0.9971,0.9447,0.9479,-0.0031999999999999806,563.1043419310477,641.0349489585966,-77.93060702754894,587.1046594755452,681.5349748954935,-94.43031541994833,593.1046594755452,691.0349748954934,-97.93031541994822,1.0,1.0,0.0
23,3.0,2.0,0,1,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
23,3.0,2.0,1,2,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,31.19,0.0,540.0,0.0,0.0,0.0,0.0,0.0,31.19,-31.19,0.0,540.0,-540.0,0.0,571.19,-571.19,0.0,61356.11,-61356.11,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
23,3.0,2.0,2,3,1.2,596.1786715710247,705.9585883729338,-109.77991680190917,596.1786715710247,705.9585883729338,-109.77991680190917,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9431,0.813,0.1301000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,24.0,23.0,0.0,8.0,1060.28,152.91,0.0,480.0,0.0,597.05,0.0,597.05,1060.28,749.95,310.3299999999999,0.0,480.0,-480.0,1060.28,1229.95,-169.67000000000007,44178.39,92606.6,-48428.21000000001,0.9431,1.3334,-0.39029999999999987,0.9431,0.813,0.1301000000000001,563.1783954892782,650.9585883729338,-87.78019288365567,587.1786715710247,691.458588372934,-104.27991680190928,593.1786715710247,700.9585883729338,-107.77991680190917,1.0,1.0,0.0
23,3.0,2.0,3,4,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
23,3.0,2.0,4,5,1.2,597.2014925105849,inf,-inf,597.2014925105849,1441440.0,-1440842.7985074895,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9218,0.0,0.9218,0.0,1000.0,0.0,1000.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1084.83,31.19,0.0,540.0,0.0,0.0,0.0,0.0,1084.83,31.19,1053.6399999999999,0.0,540.0,-540.0,1084.83,571.19,513.6399999999999,45201.14,61356.11,-16154.970000000001,0.9218,0.0,0.9218,0.9218,0.0,0.9218,564.2011519464473,1440.0,-875.7988480535527,588.2014925105849,1440.0,-851.7985074894151,594.2014925105849,1440.0,-845.7985074894151,1.0,0.0,1.0
23,3.0,2.0,5,6,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,31.19,0.0,540.0,0.0,0.0,0.0,0.0,0.0,31.19,-31.19,0.0,540.0,-540.0,0.0,571.19,-571.19,0.0,61356.11,-61356.11,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
23,3.0,2.0,6,7,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
23,3.0,2.0,7,8,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,31.19,0.0,540.0,0.0,0.0,0.0,0.0,0.0,31.19,-31.19,0.0,540.0,-540.0,0.0,571.19,-571.19,0.0,61356.11,-61356.11,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
23,3.0,2.0,8,9,1.2,598.0503096643172,inf,-inf,598.0503096643172,1441440.0,-1440841.9496903357,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9048,0.0,0.9048,0.0,1000.0,0.0,1000.0,1000.0,1000.0,24.0,23.0,0.0,8.0,1105.2,166.91,0.0,480.0,0.0,0.0,0.0,0.0,1105.2,166.91,938.2900000000001,0.0,480.0,-480.0,1105.2,646.91,458.2900000000001,46049.95,67256.94,-21206.990000000005,0.9048,0.0,0.9048,0.9048,0.0,0.9048,565.0499648421251,1440.0,-874.9500351578749,589.0503096643172,1440.0,-850.9496903356828,595.0503096643172,1440.0,-844.9496903356828,1.0,0.0,1.0
23,3.0,2.0,9,10,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,31.19,0.0,540.0,0.0,0.0,0.0,0.0,0.0,31.19,-31.19,0.0,540.0,-540.0,0.0,571.19,-571.19,0.0,61356.11,-61356.11,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
23,3.0,2.0,10,11,1.2,596.6902158714641,inf,-inf,596.6902158714641,1441440.0,-1440843.3097841286,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9729,0.0,0.9729,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1027.87,31.19,0.0,540.0,0.0,0.0,0.0,0.0,1027.87,31.19,996.6799999999998,0.0,540.0,-540.0,1027.87,571.19,456.67999999999984,44689.88,61356.11,-16666.230000000003,0.9729,0.0,0.9729,0.9729,0.0,0.9729,563.6898844483829,1440.0,-876.3101155516171,587.9902158714642,1440.0,-852.0097841285358,593.6902158714641,1440.0,-846.3097841285359,1.0,0.0,1.0
23,3.0,2.0,11,12,1.2,595.9813657992175,700.9585883729338,-104.97722257371629,595.9813657992175,700.9585883729338,-104.97722257371629,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9886,0.856,0.13260000000000005,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1011.57,31.19,0.0,540.0,0.0,597.05,0.0,597.05,1011.57,628.24,383.33000000000004,0.0,540.0,-540.0,1011.57,1168.24,-156.66999999999996,43981.09,87314.6,-43333.51000000001,0.9886,1.5918,-0.6032000000000001,0.9886,0.856,0.13260000000000005,562.9810911311428,645.9585554191221,-82.97746428797939,587.2813657992176,686.458588372934,-99.17722257371634,592.9813657992175,695.9585883729338,-102.97722257371629,1.0,1.0,0.0
23,3.0,2.0,12,13,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,31.19,0.0,540.0,0.0,0.0,0.0,0.0,0.0,31.19,-31.19,0.0,540.0,-540.0,0.0,571.19,-571.19,0.0,61356.11,-61356.11,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
23,3.0,2.0,13,14,1.2,598.4893105361976,inf,-inf,598.4893105361976,1441440.0,-1440841.5106894637,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8963,0.0,0.8963,0.0,1000.0,0.0,1000.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1115.74,31.19,0.0,540.0,0.0,0.0,0.0,0.0,1115.74,31.19,1084.55,0.0,540.0,-540.0,1115.74,571.19,544.55,46489.03,61356.11,-14867.080000000002,0.8963,0.0,0.8963,0.8963,0.0,0.8963,565.4890399343255,1440.0,-874.5109600656745,589.4893105361976,1440.0,-850.5106894638024,595.4893105361976,1440.0,-844.5106894638024,1.0,0.0,1.0
23,3.0,2.0,14,15,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
23,3.0,2.0,15,16,1.2,595.9368658374839,inf,-inf,595.9368658374839,1441440.0,-1440844.0631341625,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9483,0.0,0.9483,0.0,1000.0,0.0,1000.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1054.48,31.19,0.0,540.0,0.0,0.0,0.0,0.0,1054.48,31.19,1023.29,0.0,540.0,-540.0,1054.48,571.19,483.28999999999996,43936.6,61356.11,-17419.510000000002,0.9483,0.0,0.9483,0.9483,0.0,0.9483,562.9366126091626,1440.0,-877.0633873908374,586.9368658374839,1440.0,-853.0631341625161,592.9368658374839,1440.0,-847.0631341625161,1.0,0.0,1.0
23,3.0,2.0,16,17,1.2,594.5244746138139,inf,-inf,594.5244746138139,1441440.0,-1440845.4755253862,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0224,0.0,1.0224,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.06,31.19,0.0,540.0,0.0,0.0,0.0,0.0,978.06,31.19,946.8699999999999,0.0,540.0,-540.0,978.06,571.19,406.8699999999999,42524.2,61356.11,-18831.910000000003,1.0224,0.0,1.0224,1.0224,0.0,1.0224,561.5242037255962,1440.0,-878.4757962744038,585.824474613814,1440.0,-854.175525386186,591.5244746138139,1440.0,-848.4755253861861,1.0,0.0,1.0
23,3.0,2.0,17,18,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
23,3.0,2.0,18,19,1.2,596.8377840327693,inf,-inf,596.8377840327693,1441440.0,-1440843.1622159672,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9293,0.0,0.9293,0.0,1000.0,0.0,1000.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1076.1,31.19,0.0,540.0,0.0,0.0,0.0,0.0,1076.1,31.19,1044.9099999999999,0.0,540.0,-540.0,1076.1,571.19,504.90999999999985,44837.52,61356.11,-16518.590000000004,0.9293,0.0,0.9293,0.9293,0.0,0.9293,563.8375256418606,1440.0,-876.1624743581394,587.8377840327693,1440.0,-852.1622159672307,593.8377840327693,1440.0,-846.1622159672307,1.0,0.0,1.0
23,3.0,2.0,19,20,1.2,601.8296291464216,inf,-inf,601.8296291464216,1441440.0,-1440838.1703708535,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8362,0.0,0.8362,0.0,1000.0,0.0,1000.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1195.9,31.19,0.0,540.0,0.0,0.0,0.0,0.0,1195.9,31.19,1164.71,0.0,540.0,-540.0,1195.9,571.19,624.71,49829.23,61356.11,-11526.879999999997,0.8362,0.0,0.8362,0.8362,0.0,0.8362,568.8292399029035,1440.0,-871.1707600970965,592.8296291464216,1440.0,-847.1703708535784,598.8296291464216,1440.0,-841.1703708535784,1.0,0.0,1.0
23,5.0,0.5,0,1,1.2,637.9433807742483,696.0349748954934,-58.091594121245066,637.9433807742483,696.0349748954934,-58.091594121245066,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0125,0.9479,0.06459999999999999,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,987.7,31.19,0.0,540.0,0.0,483.8,0.0,483.8,987.7,514.99,472.71000000000004,0.0,540.0,-540.0,987.7,1054.99,-67.28999999999996,42943.28,82391.01,-39447.729999999996,1.0125,1.9418,-0.9293,1.0125,0.9479,0.06459999999999999,582.9433807742483,641.0349489585966,-58.09156818434826,623.4433807742485,681.5349748954935,-58.091594121245066,632.9433807742483,691.0349748954934,-58.091594121245066,1.0,1.0,0.0
23,5.0,0.5,1,2,1.2,637.8755607761644,696.0349748954934,-58.15941411932897,637.8755607761644,696.0349748954934,-58.15941411932897,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0141,0.9479,0.06620000000000004,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,986.14,31.19,0.0,540.0,0.0,483.8,0.0,483.8,986.14,514.99,471.15,0.0,540.0,-540.0,986.14,1054.99,-68.85000000000002,42875.48,82391.01,-39515.52999999999,1.0141,1.9418,-0.9277,1.0141,0.9479,0.06620000000000004,582.8755607761644,641.0349489585966,-58.15938818243217,623.3755607761645,681.5349748954935,-58.15941411932897,632.8755607761644,691.0349748954934,-58.15941411932897,1.0,1.0,0.0
23,5.0,0.5,2,3,1.2,637.5242037255962,700.9585883729338,-63.43438464733765,637.5242037255962,700.9585883729338,-63.43438464733765,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.856,0.1664,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,597.05,0.0,597.05,978.05,628.24,349.80999999999995,0.0,540.0,-540.0,978.05,1168.24,-190.19000000000005,42524.12,87314.6,-44790.48,1.0224,1.5918,-0.5694000000000001,1.0224,0.856,0.1664,582.5242037255962,645.9585554191221,-63.43435169352597,623.0242037255963,686.458588372934,-63.43438464733765,632.5242037255962,695.9585883729338,-63.43438464733765,1.0,1.0,0.0
23,5.0,0.5,3,4,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
23,5.0,0.5,4,5,1.2,637.9847975556058,696.0349748954934,-58.05017733988757,637.9847975556058,696.0349748954934,-58.05017733988757,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0115,0.9479,0.0636000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,988.65,31.19,0.0,540.0,0.0,483.8,0.0,483.8,988.65,514.99,473.65999999999997,0.0,540.0,-540.0,988.65,1054.99,-66.34000000000003,42984.71,82391.01,-39406.299999999996,1.0115,1.9418,-0.9302999999999999,1.0115,0.9479,0.0636000000000001,582.9847975556058,641.0349489585966,-58.050151402990764,623.484797555606,681.5349748954935,-58.05017733988757,632.9847975556058,691.0349748954934,-58.05017733988757,1.0,1.0,0.0
23,5.0,0.5,5,6,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,31.19,0.0,540.0,0.0,0.0,0.0,0.0,0.0,31.19,-31.19,0.0,540.0,-540.0,0.0,571.19,-571.19,0.0,61356.11,-61356.11,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
23,5.0,0.5,6,7,1.2,637.5242037255962,700.2586599581538,-62.73445623255759,637.5242037255962,700.2586599581538,-62.73445623255759,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.868,0.15439999999999998,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,580.95,0.0,580.95,978.05,612.14,365.90999999999997,0.0,540.0,-540.0,978.05,1152.14,-174.09000000000015,42524.12,86614.68,-44090.55999999999,1.0224,1.6336,-0.6112,1.0224,0.868,0.15439999999999998,582.5242037255962,645.258627987424,-62.734424261827826,623.0242037255963,685.7586599581539,-62.73445623255759,632.5242037255962,695.2586599581538,-62.73445623255759,1.0,1.0,0.0
23,5.0,0.5,7,8,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,31.19,0.0,540.0,0.0,0.0,0.0,0.0,0.0,31.19,-31.19,0.0,540.0,-540.0,0.0,571.19,-571.19,0.0,61356.11,-61356.11,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
23,5.0,0.5,8,9,1.2,637.5242037255962,696.0349748954934,-58.510771169897225,637.5242037255962,696.0349748954934,-58.510771169897225,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.9479,0.07450000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,483.8,0.0,483.8,978.05,514.99,463.05999999999995,0.0,540.0,-540.0,978.05,1054.99,-76.94000000000005,42524.12,82391.01,-39866.88999999999,1.0224,1.9418,-0.9194,1.0224,0.9479,0.07450000000000001,582.5242037255962,641.0349489585966,-58.51074523300042,623.0242037255963,681.5349748954935,-58.510771169897225,632.5242037255962,691.0349748954934,-58.510771169897225,1.0,1.0,0.0
23,5.0,0.5,9,10,1.2,637.5242037255962,696.0349748954934,-58.510771169897225,637.5242037255962,696.0349748954934,-58.510771169897225,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.9479,0.07450000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,483.8,0.0,483.8,978.05,514.99,463.05999999999995,0.0,540.0,-540.0,978.05,1054.99,-76.94000000000005,42524.12,82391.01,-39866.88999999999,1.0224,1.9418,-0.9194,1.0224,0.9479,0.07450000000000001,582.5242037255962,641.0349489585966,-58.51074523300042,623.0242037255963,681.5349748954935,-58.510771169897225,632.5242037255962,691.0349748954934,-58.510771169897225,1.0,1.0,0.0
23,5.0,0.5,10,11,1.2,638.5489002805878,696.0349748954934,-57.48607461490565,638.5489002805878,696.0349748954934,-57.48607461490565,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9984,0.9479,0.05049999999999999,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1001.62,31.19,0.0,540.0,0.0,483.8,0.0,483.8,1001.62,514.99,486.63,0.0,540.0,-540.0,1001.62,1054.99,-53.370000000000005,43548.79,82391.01,-38842.219999999994,0.9984,1.9418,-0.9434,0.9984,0.9479,0.05049999999999999,583.5489002805878,641.0349489585966,-57.48604867800884,624.0489002805879,681.5349748954935,-57.48607461490565,633.5489002805878,691.0349748954934,-57.48607461490565,1.0,1.0,0.0
23,5.0,0.5,11,12,1.2,637.5242037255962,700.933978306757,-63.40977458116083,637.5242037255962,700.933978306757,-63.40977458116083,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.8564,0.16599999999999993,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,596.48,0.0,596.48,978.05,627.67,350.38,0.0,540.0,-540.0,978.05,1167.67,-189.62000000000012,42524.12,87290.0,-44765.88,1.0224,1.5932,-0.5708,1.0224,0.8564,0.16599999999999993,582.5242037255962,645.9339464844287,-63.40974275883252,623.0242037255963,686.4339783067571,-63.40977458116083,632.5242037255962,695.933978306757,-63.40977458116083,1.0,1.0,0.0
23,5.0,0.5,12,13,1.2,637.9433807742483,696.0349748954934,-58.091594121245066,637.9433807742483,696.0349748954934,-58.091594121245066,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0125,0.9479,0.06459999999999999,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,987.7,31.19,0.0,540.0,0.0,483.8,0.0,483.8,987.7,514.99,472.71000000000004,0.0,540.0,-540.0,987.7,1054.99,-67.28999999999996,42943.28,82391.01,-39447.729999999996,1.0125,1.9418,-0.9293,1.0125,0.9479,0.06459999999999999,582.9433807742483,641.0349489585966,-58.09156818434826,623.4433807742485,681.5349748954935,-58.091594121245066,632.9433807742483,691.0349748954934,-58.091594121245066,1.0,1.0,0.0
23,5.0,0.5,13,14,1.2,637.5242037255962,696.0349748954934,-58.510771169897225,637.5242037255962,696.0349748954934,-58.510771169897225,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.9479,0.07450000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,483.8,0.0,483.8,978.05,514.99,463.05999999999995,0.0,540.0,-540.0,978.05,1054.99,-76.94000000000005,42524.12,82391.01,-39866.88999999999,1.0224,1.9418,-0.9194,1.0224,0.9479,0.07450000000000001,582.5242037255962,641.0349489585966,-58.51074523300042,623.0242037255963,681.5349748954935,-58.510771169897225,632.5242037255962,691.0349748954934,-58.510771169897225,1.0,1.0,0.0
23,5.0,0.5,14,15,1.2,641.0497841901513,696.0349748954934,-54.98519070534212,641.0497841901513,696.0349748954934,-54.98519070534212,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9442,0.9479,-0.0036999999999999256,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1059.14,31.19,0.0,540.0,0.0,483.8,0.0,483.8,1059.14,514.99,544.1500000000001,0.0,540.0,-540.0,1059.14,1054.99,4.150000000000091,46049.68,82391.01,-36341.329999999994,0.9442,1.9418,-0.9975999999999999,0.9442,0.9479,-0.0036999999999999256,586.0497841901513,641.0349489585966,-54.985164768445316,626.5497841901514,681.5349748954935,-54.98519070534212,636.0497841901513,691.0349748954934,-54.98519070534212,1.0,1.0,0.0
