,m03_01,m03_02,m05_01,m08_02,m10,m01_01,m01_02,m02_01,m02_02,m04_02,m06_01,m07_01,m07_02,m07_03,m09_01,osmid,rep
1217,0.02827381,1.06815509,0,0.003704582,0,1,1,1.003554967,0.002884702,0.021465581,1.000309722,0.000749642,185343.8604,186971.3873,0,20992105,51
1218,0.191468254,1.054588308,0,0.077424404,0,1.001108578,1.002406739,1.008359603,0.00740653,0.17357513,1.004729176,0.005680277,183512.9439,1001335.492,0,12641273,51
1219,0,1.01381164,0,0,0.003958267,1.000586608,1.001201923,1,1.94E-15,0,1,0,0,0,0,1234812245,51
1220,0.044146825,1.021757259,0,0.016231336,0,1.003096239,1.006038647,1.00129082,0.003292749,0.051813472,1.00115611,0.001618867,91649.34716,185548.1836,0,124537197,51
1221,0.06547619,1.014979606,2,0.038455256,0,1.006966556,1.01092233,1.000478258,0.001479347,0.052183568,1.000504674,0.000294336,37409.59137,45804.69276,0,2272923034,51
1222,0,0.996160853,1,0,0.055739208,1.000679895,1.001201923,1,1.94E-15,0,1,0,0,0,0,2291416809,51
1223,0.003472222,1.025590402,0,0.011991082,0.028106562,1.00326353,1.007255139,1.000148042,0.000953963,0.028497409,1.000910688,0.002185073,29936.59619,568914.9514,0,1672622895,51
1224,0.039186508,1.022343681,7,0.015256828,0,1,1,1.007354405,0.00713271,0.041080681,1.001741142,0.00488738,547924.1838,820795.8978,0,2157221681,51
1225,0,1.025401386,0,0,0,1,1,1,1.94E-15,0,1,0,0,0,0,6611359,51
1226,0,1.05480157,0,0,0.037530397,1,1,1,1.94E-15,0,1,0,0,0,0,3688513481,51
1227,0.015873016,1.074726465,0,0.020184184,0.04332966,1.00364099,1.00482509,1.001703997,0.004519712,0.0196151,1.001724681,0.002323581,310553.3913,381628.7199,0,1056320245,51
1228,0.056051587,1.088189648,0,0.055055199,0.154803497,1,1,1.008515442,0.008180228,0.055514434,1.006548972,0.018470324,1209033.4,3260802.37,0,211037450,51
1229,0,1.037448298,2,0.005308411,0.00259002,1,1,1,1.94E-15,0,1,0,0,0,0,23672369,51
1230,0.031746032,1.053918296,5,0.006887775,0,1.006370919,1.008474576,1.000337688,0.001595379,0.017394523,1.000088447,0.000328062,69642.49005,75574.02136,0,120643540,51
1231,0,0,0,0,0,1,1,1,1.94E-15,0,1,0,0,0,0,34333433,51
1232,0,0.997550348,0,0,0.51853821,1,1,1,1.94E-15,0,1,0,0,0,0,16641770,51
1233,0,0,3,0,0,1,1,1,1.94E-15,0,1,0,0,0,0,14371437,51
1234,0.01984127,1.038452849,2,0.02737473,0.003083031,1.001907142,1.001201923,1.000761897,0.002017552,0.198741673,1.001609619,0.001910638,46570.93334,241897.6805,0,2267312955,51
1235,0,1.034104564,0,0,0,1,1,1,1.94E-15,0.012213175,1,0,0,0,0,72732,51
1236,0.036706349,1.029163847,0,0.014030167,0,1.024822947,1.006038647,1.004844269,0.004899225,0.045891932,1.001928033,0.00397222,166220.8677,357811.0042,0,52185219,51
1237,0.092757937,1.073645853,0,0.053771287,0,1.003053982,1.003614458,1.008670882,0.008847539,0.106587713,1.004575338,0.008252396,129201.8682,503597.3784,0,1598515993,51
1238,0,1.033334871,3,0,0.044147942,1,1,1,1.94E-15,0,1,0,0,0,0,13822383,51
1239,0.226686508,1.065802415,0,0.065092013,0,1,1,1.044980753,0.030322253,0.229829756,1.017122047,0.014087718,266021.6329,1668588.664,0,16131616,51
1240,0.149305556,1.049828942,0,0.070120199,0,1.000526916,1.001201923,1.003292591,0.001759072,0.153219837,1.001801686,0.00243474,43730.30801,115426.1364,0,2115722405,51
1241,0.03125,1.037431273,0,0.027065125,0,1.008084244,1.007255139,1,1.94E-15,0.023316062,1,0,0,0,0.000111523,4474317090,51
1242,0,1.010605293,0,0,0,1,1,1,1.94E-15,0,1,0,0,0,0,2269445985,51
1243,0.109126984,0.98494606,3,0.043847768,0,1.001113636,1.002406739,1.007295239,0.006047654,0.082161362,1.006614799,0.008230895,110412.5637,797512.1381,0,202452038,51
1244,0,0,0,0,0,1,1,1,1.94E-15,0,1,0,0,0,0,16671667,51
1245,0,1.031480258,2,0,0,1,1,1,1.94E-15,0,1,0,0,0,0,21762175,51
1246,0,1.050353484,14,0,0,1.000071144,1,1,1.94E-15,0,1,0,0,0,0,2259122593,51
1247,0,1.041070329,0,0,0.016155157,1.001092041,1.002406739,1,1.94E-15,0,1,0,0,0,0,1625316308,51
1248,0.035218254,0.991356731,3,0.018867862,0,1.001178353,1.002406739,1.000381564,0.000710075,0.027387121,1.000188056,0.000652069,22441.10443,43456.67038,0,225634989,51
1249,0,0,0,0,0.31484051,1,1,1,1.94E-15,0,1,0,0,0,0,15911591,51
1250,0,1.056954136,0,0,0.037771587,1.000526276,1.001201923,1,1.94E-15,0,1,0,0,0,0,379127106,51
1251,0,1.057105284,2,0,0,1.004727365,1.003614458,1,1.94E-15,0,1,0,0,0,0,1087134876,51
1252,0,1.007151705,0,0,0,1.00344829,1.001201923,1,1.94E-15,0,1,0,0,0,0,744930330,51
1253,0,1.014926204,0,6.38E-05,0,1,1,1,1.94E-15,0,1,0,0,0,0,5983460,51
1254,0,0,6,0,0.066725147,1,1,1,1.94E-15,0,1,0,0,0,0,720720,51
1255,0,1.020704385,5,0,0.029996512,1.00060421,1.001201923,1,1.94E-15,0.000370096,1,0,0,0,0,85532007,51
1256,0,0.79582178,0,0,0,1,1,1,1.94E-15,0,1,0,0,0,0,102624314,51
1257,0.02281746,1.205046224,0,0.00770573,0,1,1,1.000248054,8.50E-05,0.028497409,1.000136903,0.000914357,119269.9997,184065.999,0,2741626,51
0,0.002480159,1.045776401,3,0.001724784,0,1.001075321,1.002016129,1,-1.32E-15,0.012213175,1,0,0,0,0,16351636,52
1,0,0.864766221,7,0,0.141277692,1,1,1,-1.32E-15,0,1,0,0,0,0,16591662,52
2,0,1.019750237,0,0,0.086078159,1.001006147,1.002016129,1,-1.32E-15,0,1,0,0,0,0,2120011283,52
3,0,1.006705281,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,2280614058,52
4,0.057043651,1.097769017,0,0.079455836,0,1,1,1.002395132,0.001979414,0.041080681,1.003684123,0.011295664,456983.4598,1356300.411,0,1858919250,52
5,0,0.983045908,3,0,0.179201438,1,1,1,-1.32E-15,0,1,0,0,0,0,14891492,52
6,0,1.011090833,1,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,545930574,52
7,0,0.995279541,10,0,0.081949131,1,1,1,-1.32E-15,0,1,0,0,0,0,18181561,52
8,0,1.061800105,0,0,0,1,1,1,-1.32E-15,0.000740192,1,0,0,0,0,1277812787,52
9,0.029761905,1.043948231,0,0.005008403,0,1,1,1.000685899,0.00025169,0.022205774,1.000059351,0.000239952,54076.66264,69299.90104,0,2430528,52
10,0.030257937,0.998989555,3,0.002955717,0,1.004262962,1.004040404,1.003130256,0.001669507,0.025166543,1.000123613,0.000421943,81753.20658,125292.9725,0,1085423158,52
11,0.099206349,1.081018889,0,0.070818385,0,1,1,1,-1.32E-15,0,1,0,0,0,0,35823580,52
12,0.061507937,1.002304856,0,0.03138736,0.042343067,1,1,1,-1.32E-15,0.045891932,1,0,0,0,0.000108987,687713395,52
13,0.035218254,1.02499558,7,0.007796288,0,1.007134261,1.010162602,1.001948828,0.010121129,0.033678756,1.000475905,0.000651311,90525.40666,172343.348,0,1409214129,52
14,0,1.08371632,6,0,0.107441768,1,1,1,-1.32E-15,0,1,0,0,0,0,15681570,52
15,0.049603175,1.012176471,0,0.027548513,0,1,1,1.004920638,0.004696545,0.097335307,1.001926338,0.003633003,378317.3564,916152.1611,0,1234812253,52
16,0,1.041656976,2,0,0.026807055,1,1,1,-1.32E-15,0,1,0,0,0,0,29951640,52
17,0.282242063,1.013406059,0,0.202112785,0.076353493,1.001233569,1.002016129,1.106023645,0.047606698,0.247594375,1.043448718,0.12460238,2803808.328,9793781.555,0,1625016253,52
18,0,1.044242688,1,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,165725441,52
19,0,1.026201559,13,0,0,1.000008603,1,1,-1.32E-15,0,1,0,0,0,0,2258622589,52
20,0,1.039246562,3,0.00667727,0.667181856,1,1,1,-1.32E-15,0,1,0,0,0,0,105372676,52
21,0,0.962469406,3,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,14431518,52
22,0.021329365,1.023510076,0,0.009440354,0,1,1,1.006050913,0.004292972,0.027757217,1.001169842,0.002770514,197141.7244,645923.4711,0,215414396,52
23,0,0,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,16441644,52
24,0,1.003888184,13,0,0,1.000012169,1,1,-1.32E-15,0,1,0,0,0,0,2258622587,52
25,0,1.03550358,0,0.013214423,0.085815815,1,1,1,-1.32E-15,0,1,0,0,0,0,1093115415,52
26,0,1.019574267,8,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,15431544,52
27,0.049603175,1.0733144,0,0.027548513,0.000774989,1.004091313,1.004040404,1.004920638,0.004696545,0.097335307,1.001926338,0.003633003,378317.3564,916152.1611,0,1229512286,52
28,0,1.042614922,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,2269415821,52
29,0.03125,1.019165744,5,0.01492993,0,1.039901784,1.050739958,1.006904428,0.01645027,0.024796447,1.003826231,0.00271205,767569.9149,782574.3135,0,78737879,52
30,0.04265873,1.027581806,0,0.014415638,0,1,1,1,-1.32E-15,0,1,0,0,0,0,34368047,52
31,0,1.01913709,2,0.005791531,0.068358595,1,1,1,-1.32E-15,0,1,0,0,0,0,1056310355,52
32,0.064484127,1.081552063,8,0.018089513,0.000819571,1,1,1.011489417,0.007859897,0.076609919,1.003395747,0.005073232,261480.1133,983822.1106,0,25514641,52
33,0,1.0770525,5,0.006920797,0.069347861,1.000855355,1,1,-1.32E-15,0.015914138,1,0,0,0,0,85478553,52
34,0.009920635,1.038754406,5,0.003372587,0,1.004471558,1.00811359,1.000345273,0.001306032,0.017394523,1.000070605,0.000122815,40572.8645,42115.47182,0,36033540,52
35,0,1.043659637,2,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,1405837366,52
36,0.056051587,1.114827696,0,0.029476312,0,1,1,1.003580303,0.00382421,0.128793486,1.001444384,0.002987564,93448.28298,466619.9634,0,1811345,52
37,0,1.027268777,3,2.08E-05,0,1,1,1,-1.32E-15,0,1,0,0,0,0,31683170,52
38,0,1.069499461,0,0,0.348160168,1,1,1,-1.32E-15,0,1,0,0,0,0,1667340014,52
39,0,1.028115,13,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,225863929,52
40,0,1.044318095,2,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,17251859,52
41,0,1.035137642,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,2306522721,52
42,0.122519841,1.045223124,3,0.067150744,0,1.000002306,1,1.008263787,0.005935923,0.132124352,1.003683003,0.006884876,185584.2039,702308.84,0,2287522879,52
43,0.033234127,1.009091994,1,0.026181129,0,1.001927828,1.002016129,1.007913458,0.010267357,0.031088083,1.004403826,0.007747694,888151.7,1186025.203,0,169697039,52
44,0,0,6,0,0.08345448,1,1,1,-1.32E-15,0,1,0,0,0,0,17001700,52
45,0,1.023112,6,5.82E-05,0,1,1,1,-1.32E-15,0.012583272,1,0,0,0,0,12811997,52
46,0,1.005050816,6,0,0.03530796,1,1,1,-1.32E-15,0,1,0,0,0,0,17001703,52
47,0.036210317,1.025236322,2,0.067904055,0,1.00358224,1.006072874,1.001031455,0.002795776,0.035159141,1.006068716,0.006492836,272830.1982,1242977.569,0,61896084,52
48,0,0,0,0,0.13733744,1,1,1,-1.32E-15,0,1,0,0,0,0,14191419,52
49,0,1.049791196,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,1288395,52
50,0,1.010872342,2,0.027367073,0.191725332,1,1,1,-1.32E-15,0.000740192,1,0,0,0,0,124662995,52
51,0,1.061307251,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,92624215,52
52,0.000496032,1.027722776,6,0.001509418,0.041209058,1,1,1.000000262,1.21E-06,0.00592154,1.00000015,6.52E-08,24.20713752,24.20713752,0,24632465,52
53,0.023809524,1.009952821,3,0.010507129,0,1,1,1.000843251,0.001326764,0.034048853,1.000286696,0.00135385,247234.3311,440787.5062,0,21894849,52
54,0,1.082728914,2,0.000384365,0.026248971,1,1,1,-1.32E-15,0.000370096,1,0,0,0,0,32281688,52
55,0.101686508,1.148352458,2,0.092524426,0.077998346,1.00100357,1.002016129,1,-1.32E-15,0,1,0,0,0,0,2298910367,52
56,0.000496032,0.996136803,5,0.000649822,0.102694513,1,1,1,-1.32E-15,0,1,0,0,0,0,15021505,52
57,0,1.04787302,0,0,0,1.006288763,1.002016129,1,-1.32E-15,0,1,0,0,0,0,2308146370,52
58,0,0.9912135,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,4186812185,52
59,0,1.026,0,5.82E-05,0,1,1,1,-1.32E-15,0.015173945,1,0,0,0,0,13101316,52
60,0,1.038568906,5,0,0.033828641,1,1,1,-1.32E-15,0,1,0,0,0,0,124152227,52
61,0.01140873,1.031805829,7,0.000214524,0,1.000076552,1,1.000045839,7.95E-05,0.012583272,1.000004913,2.45E-06,567.3498201,617.8837629,0,1605722693,52
62,0,1.012843489,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,235151070,52
63,0,1.080846549,1,0,0,1.005198307,1.002016129,1,-1.32E-15,0,1,0,0,0,0,690630196,52
64,0,0,6,0,0.012126201,1,1,1,-1.32E-15,0,1,0,0,0,0,14291429,52
65,0,1.027106482,2,0.047329903,0.003777824,1,1,1,-1.32E-15,0,1,0,0,0,0,1111511121,52
66,0.002480159,1.046949347,0,0.013065461,0,1.000998697,1.002016129,1.000116769,0.000585482,0.015173945,1.000267262,0.001251964,85645.82838,205758.3372,0,206329339,52
67,0.03125,1.035560169,0,0.034499434,0.015952601,1.003754122,1.002016129,1,-1.32E-15,0.023316062,1,0,0,0,0.000119793,2308117509,52
68,0,1.072057787,6,0,0,1.002164584,1.004040404,1,-1.32E-15,0,1,0,0,0,0,37681913,52
69,0,1.092133022,2,0,0,1.004109184,1.002016129,1,-1.32E-15,0,1,0,0,0,0,2257345862,52
70,0,1.134557445,10,0,0.041107977,1,1,1,-1.32E-15,0,1,0,0,0,0,15611558,52
71,0.016369048,1.066543697,0,0.015734502,0.0379776,1,1,1.000890359,0.001667558,0.011843079,1.000658842,0.001249974,62584.59596,181458.6051,0,1100711099,52
72,0,1.157886507,3,0,0.015446931,1,1,1,-1.32E-15,0,1,0,0,0,0,7811466,52
73,0,1.010194121,13,0,0,1.000040166,1,1,-1.32E-15,0,1,0,0,0,0,225893929,52
74,0,1.042699448,0,0,0.103629911,1.001270206,1.002016129,1,-1.32E-15,0,1,0,0,0,0,1077019636,52
75,0,1.03628624,2,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,7556,52
76,0,1.007423787,2,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,5281401,52
77,0.077380952,1.067434302,4,0.060629436,0,1,1,1.005025627,0.004773555,0.094004441,1.00256311,0.004976893,341004.4391,988566.934,0,4362726,52
78,0,1.013075713,0,0,0.1104476,1,1,1,-1.32E-15,0,1,0,0,0,0,11181419,52
79,0.101686508,1.074744761,0,0.063145132,0,1,1,1.002636194,0.001746475,0.08919319,1.002314924,0.004459684,141590.1689,459734.209,0,12711896,52
80,0.040674603,1.09644459,5,0.03876852,0,1,1,1.001974545,0.003056736,0.043671355,1.000496407,0.001312045,105973.1621,196488.9775,0,2256321572,52
81,0,1.070094736,4,0,0.002095569,1,1,1,-1.32E-15,0,1,0,0,0,0,32503252,52
82,0.000992063,1.048876486,1,4.44E-05,0,1,1,1.000072706,0.00020686,0.011843079,1.000001365,5.18E-06,1221.229488,1739.538752,0,346022721,52
83,0.273809524,1.016762122,0,0.202471771,0.049582742,1,1,1.101548084,0.04360598,0.249444856,1.040636777,0.124444166,2941474.042,10559608.96,0,2261711531,52
84,0.029761905,1.046956435,0,0.005008403,0,1,1,1.000685899,0.00025169,0.022205774,1.000059351,0.000239952,54076.66264,69299.90104,0,528636,52
85,0,0,0,0,0.026701193,1,1,1,-1.32E-15,0,1,0,0,0,0,14401440,52
86,0,1.031972509,2,6.82E-05,0,1.011837811,1.00811359,1,-1.32E-15,0,1,0,0,0,0,78807879,52
87,0,0.954282582,0,0,0.186590729,1,1,1,-1.32E-15,0,1,0,0,0,0,14401443,52
88,0,1.014599215,4,0.003506273,0,1,1,1,-1.32E-15,0.047002221,1,0,0,0,0,1514264,52
89,0.005952381,1.032972951,0,0.021240206,0,1.003117443,1.004040404,1.00010842,0.000460131,0.020355292,1.000410337,0.000608462,51496.92006,179221.3738,0,2255113865,52
90,0,1.040026151,0,0,0.18672587,1,1,1,-1.32E-15,0,1,0,0,0,0,13751721,52
91,0,0.995599582,4,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,18901892,52
92,0,0,2,0,0.124068144,1,1,1,-1.32E-15,0,1,0,0,0,0,15211521,52
93,0.03125,1.012319997,0,0.013563301,0.01511168,1.00250325,1.002016129,1,-1.32E-15,0.023316062,1,0,0,0,4.71E-05,82008047,52
94,0,1.00465943,3,0,0.170091443,1,1,1,-1.32E-15,0,1,0,0,0,0,15211523,52
95,0.000496032,1.053406441,3,7.74E-05,0,1,1,1.000020909,2.95E-05,0.001110289,1.000004383,6.06E-06,2249.162828,2249.162828,0,21541859,52
96,0,1.041751599,0,0,0.080277146,1,1,1,-1.32E-15,0,1,0,0,0,0,16621663,52
97,0,0.992157158,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,12881336,52
98,0,0,0,0,0.156856497,1,1,1,-1.32E-15,0,1,0,0,0,0,15071507,52
99,0.057043651,1.084774571,0,0.079455836,0,1.002094575,1.004040404,1.002395132,0.001979414,0.041080681,1.003684123,0.011295664,456983.4598,1356300.411,0,192505490,52
100,0,1.170753329,0,0.004374422,0,1,1,1,-1.32E-15,0.028497409,1,0,0,0,0,16241626,52
101,0,1.075722661,3,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,17671768,52
102,0,0,8,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,15281528,52
103,0.024801587,1.063415947,3,0.020317764,0.14742195,1.001160238,1.002016129,1.001507905,0.001557926,0.030717987,1.000435168,0.001064139,76917.03576,186810.804,0,227332983,52
104,0,1.006127899,3,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,17671765,52
105,0,1.018326274,0,0,0,1.002889179,1.002016129,1,-1.32E-15,0,1,0,0,0,0,3504711751,52
106,0,1.034482399,0,0,0,1,1,1,-1.32E-15,0.010362694,1,0,0,0,0,6471404,52
107,0,1.034229539,3,0,0.107566144,1,1,1,-1.32E-15,0.001850481,1,0,0,0,0,225695648,52
108,0,0.97673843,0,0,0.006924672,1,1,1,-1.32E-15,0,1,0,0,0,0,2267931718,52
109,0,1.029690949,2,0,0,1.001805625,1.002016129,1,-1.32E-15,0,1,0,0,0,0,2253538793,52
110,0,1.064540341,4,0,0.126075773,1,1,1,-1.32E-15,0,1,0,0,0,0,15791581,52
111,0.033730159,1.055611468,6,0.007865294,0.010865407,1,1,1.003813702,0.002400955,0.057364915,1.001268572,0.001176252,54263.02011,149366.7479,0,1129511375,52
112,0,1.016067335,1,0,0.000211577,1,1,1,-1.32E-15,0.01369356,1,0,0,0,0,2261314875,52
113,0.011904762,1.010116926,0,0.008426159,0.03025073,1,1,1,-1.32E-15,0,1,0,0,0,0,177416018,52
114,0.075892857,1.133665006,0,0.066406694,0.020698907,1,1,1.009320572,0.009821348,0.085122132,1.0027126,0.006160338,260073.0029,906170.7257,0,62097047,52
115,0,0,10,0,0.015299177,1,1,1,-1.32E-15,0,1,0,0,0,0,15631563,52
116,0.100198413,1.046145159,0,0.085215846,0.042595022,1.007643183,1.012219959,1,-1.32E-15,0,1,0,0,0,0,52965592,52
117,0,1.030473056,5,0,0.016068649,1,1,1,-1.32E-15,0.010362694,1,0,0,0,0,29451636,52
118,0,0,6,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,14281428,52
119,0.05952381,1.041870935,7,0.046069222,0,1,1,1.000113659,8.70E-05,0.064026647,1.000048879,0.000124443,2648.135252,7485.959627,0,2288316235,52
120,0.03125,0.991861952,5,0.02139267,0.001833323,1,1,1,-1.32E-15,0.023316062,1,0,0,0,7.43E-05,26033702,52
121,0.007936508,1.05261034,1,0.000379992,0,1.002155777,1.004040404,1,-1.32E-15,0.014803849,1,0,0,0,0,34891459,52
122,0.009920635,1.020817854,1,0.020393066,0.183982708,1,1,1.000418852,0.001331173,0.028497409,1.001429178,0.002244001,120930.9349,766823.634,0,1674522895,52
123,0,1.025126,5,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,13541725,52
124,0,1.03996398,3,0.008408872,0.105632886,1,1,1,-1.32E-15,0.001850481,1,0,0,0,0,73623529,52
125,0,1.005208238,8,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,15281809,52
126,0.03125,1.063191876,9,0.012080871,0,1.002994729,1.002016129,1.000525379,0.000660814,0.031088083,1.00016907,9.35E-05,3787.424626,14579.492,0,2242522453,52
127,0,0.995524148,3,0,0.037631477,1,1,1,-1.32E-15,0,1,0,0,0,0,247821492,52
128,0.03125,1.035872758,2,0.031415694,0.004539045,1.00206279,1.002016129,1,-1.32E-15,0,1,0,0,0,0,1553415537,52
129,0.068948413,1.03701206,1,0.05769144,0.485790387,1,1,1,-1.32E-15,0,1,0,0,0,0,1632020424,52
130,0,1.015200013,6,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,1156115791,52
131,0,1.131005234,5,0,0.357536498,1,1,1,-1.32E-15,0,1,0,0,0,0,15681757,52
132,0.09077381,1.049623961,4,0.071788542,0.009870612,1,1,1.010613502,0.008551537,0.080680977,1.004231436,0.008662181,954138.4327,1897974.832,0,1317013228,52
133,0,1.049579026,0,0,0.334516117,1,1,1,-1.32E-15,0,1,0,0,0,0,1121234571,52
134,0,1.008658208,8,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,15561557,52
135,0,0.824637197,2,0,0.378535487,1,1,1,-1.32E-15,0,1,0,0,0,0,243141770,52
136,0,1.087885079,0,0,0,1,1,1,-1.32E-15,0.012213175,1,0,0,0,0,2702046,52
137,0,1.029284346,6,0.016293806,0,1,1,1,-1.32E-15,0,1,0,0,0,0,1157915791,52
138,0.000496032,1.080916222,2,7.74E-05,0,1,1,1,-1.32E-15,0,1,0,0,0,0,17351736,52
139,0.03125,1.064797101,3,0.031482497,0.014020687,1.014442894,1.020533881,1,-1.32E-15,0.023316062,1,0,0,0,0.000109317,1057821462,52
140,0,1.080397619,3,0,0.298414337,1,1,1,-1.32E-15,0,1,0,0,0,0,15881591,52
141,0,0.998015474,3,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,272628616,52
142,0,1.02312885,9,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,17411783,52
143,0,1.028196648,13,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,225893933,52
144,0,0,0,0,0.00724102,1,1,1,-1.32E-15,0,1,0,0,0,0,14671467,52
145,0,0.995127511,0,0,0,1.011955739,1.002016129,1,-1.32E-15,0,1,0,0,0,0,269913702,52
146,0.014880952,1.018012979,1,0.02736135,0.004075284,1,1,1.002408627,0.003864564,0.01369356,1.001829713,0.003012694,666123.7409,816527.4031,0,2274210931,52
147,0,1.036109089,4,0,0.018816518,1,1,1,-1.32E-15,0,1,0,0,0,0,16901772,52
148,0,0.982625698,0,0,0.100725397,1,1,1,-1.32E-15,0,1,0,0,0,0,17151718,52
149,0,0.984734065,2,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,2262712645,52
150,0,1.030986076,8,0,0.745536569,1,1,1,-1.32E-15,0,1,0,0,0,0,15421751,52
151,0,1.068016729,8,0,0,1.004221859,1.004040404,1,-1.32E-15,0,1,0,0,0,0,2269139364,52
152,0.088293651,1.010879779,1,0.073855596,0.014037874,1.007038766,1.012219959,1.004137577,0.006195031,0.094744634,1.003062062,0.005301712,269687.6453,616997.3705,0,2195921967,52
153,0,1.020820677,3,0.001234348,0.000144288,1.002301747,1.004040404,1,-1.32E-15,0.011843079,1,0,0,0,0,1473118103,52
154,0,1.051040833,9,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,17421783,52
155,0,0,0,0,0.069615609,1,1,1,-1.32E-15,0,1,0,0,0,0,14441444,52
156,0,0.994452559,0,0,0.05471941,1,1,1,-1.32E-15,0,1,0,0,0,0,14441445,52
157,0,1.003570784,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,151853987,52
158,0,1.059064755,1,0,0.011564088,1,1,1,-1.32E-15,0,1,0,0,0,0,16031761,52
159,0.22172619,1.036099248,10,0.154233589,0.068352396,1,1,1,-1.32E-15,0,1,0,0,0,0,37053611,52
160,0,1.006097694,8,0,0.785554555,1,1,1,-1.32E-15,0.000740192,1,0,0,0,0,19132004,52
161,0,1.00561753,5,0,0,1.001145454,1.002016129,1,-1.32E-15,0,1,0,0,0,0,35383540,52
162,0,1.013522319,5,0,0.250148075,1,1,1,-1.32E-15,0,1,0,0,0,0,31731678,52
163,0.145833333,1.10480612,5,0.10094135,0,1,1,1,-1.32E-15,0,1,0,0,0,0,1980181,52
164,0.000496032,1.019103291,2,7.74E-05,0,1,1,1.000000369,5.51E-07,0.001110289,1.000000081,1.07E-07,39.65727054,39.65727054,0,18591860,52
165,0.03125,1.028196657,0,0.031106322,0,1.050337714,1.07112069,1,-1.32E-15,0.023316062,1,0,0,0,0.000108011,2088220884,52
166,0.098710317,0,0,0.039142308,0,1,1,1.003849895,0.00298846,0.188378979,1.000986523,0.00206342,66328.7902,245339.3365,0,21501634,52
167,0.212301587,1.033296062,2,0.210126401,0.003225455,1,1,1.005744389,0.00558793,0.173205033,1.003516414,0.007002295,147869.2239,514098.3659,0,377722405,52
168,0.004960317,1.061851898,1,0.023829541,0.290095578,1.004412706,1.006072874,1.000312645,0.001068368,0.018874907,1.000077555,0.00014765,28867.08937,44123.68074,0,48493529,52
169,0,1.006065052,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,13821271,52
170,0,1.014400243,4,0,0.205759772,1,1,1,-1.32E-15,0.000370096,1,0,0,0,0,22604920,52
171,0.069940476,1.033419329,2,0.034909342,0,1.002454368,1.004040404,1.001806264,0.004295906,0.056254626,1.00134407,0.001645997,156472.5229,309630.0527,0,71977248,52
172,0,1.064975,0,0,2.95E-05,1,1,1,-1.32E-15,0,1,0,0,0,0,1614516145,52
173,0,1.010843055,1,0,0,1.002538904,1.004040404,1,-1.32E-15,0,1,0,0,0,0,2283315760,52
174,0,1.035514714,3,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,53015305,52
175,0.006448413,1.054863094,0,0.000987452,0.191659127,1,1,1,-1.32E-15,0,1,0,0,0,0,1216112185,52
176,0.030257937,1.056197925,5,0.002204382,0,1,1,1.001030862,0.000585014,0.03330866,1.000047119,0.0001403,49641.40234,50317.76942,0,21291424,52
177,0.009920635,1.033317111,2,0.020393066,0.110214624,1,1,1.000418852,0.001331173,0.028497409,1.001429178,0.002244001,120930.9349,766823.634,0,1674522891,52
178,0,1.00594342,3,6.82E-05,0,1,1,1,-1.32E-15,0.01665433,1,0,0,0,0,29097880,52
179,0,1.135948506,11,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,14841556,52
180,0.062003968,1.051555678,0,0.031400185,0,1.003997678,1.006072874,1,-1.32E-15,0,1,0,0,0,0,1228612269,52
181,0.00843254,1.009783688,2,0.000809826,0.045360676,1.001250744,1.002016129,1.000076094,0.000123802,0.009252406,1.00003001,1.02E-05,761.3093926,1070.957177,0,211302004,52
