path_from_log,category,subcategory,current_exists,evidence_log
transport_simulation_core\tests\test_realworld_pilot_privacy_review_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_pilot_figures.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_pilot_experiments.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_pilot_acceptance.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_parameter_source_readiness_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_parameter_source_decision_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_parameter_review_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_parameter_evidence_request_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_parameter_evidence_priority_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_parameter_audit.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_parameter_acceptance.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_parameters.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_osrm_snapshot_manifest.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_osm_network.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\outputs\runs\gate2_20260601_232844\gate2\compact_nonarrival_probe_design.md,transport_simulation_core,text_or_doc,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\outputs\runs\gate2_20260601_232844\gate2\assumption_bounds_input_manifest.json,transport_simulation_core,json,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\outputs\runs\gate2_20260601_232844\gate2\compact_nonarrival_probe_design.json,transport_simulation_core,json,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\outputs\runs\gate2_20260601_232844\gate2\compact_nonarrival_probe_design.csv,transport_simulation_core,csv,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\outputs\runs\gate2_20260601_232844\gate2\accessibility_loss_summary.md,transport_simulation_core,text_or_doc,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\outputs\runs\gate2_20260601_232844\gate2\assumption_bounds_register.csv,transport_simulation_core,csv,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\outputs\runs\gate2_20260601_232844\gate2\demand_behavior_orchestrator_decision.json,transport_simulation_core,json,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\transfer_evidence_review_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\validation.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\tracked_artifact_audit.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\__init__.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\source_url_remediation_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\data\scenarios\demand_profiles.csv,transport_simulation_core,csv,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\data\manifests\pilot_experiment_design.json,transport_simulation_core,json,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_compact_nonarrival_execution_output_validator.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_compact_nonarrival_execution_contract.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_compact_nonarrival_probe_mapping.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_models.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_acceptance_orchestration.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_acceptance_decision_templates.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_metrics.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_clean_checkout_smoke.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_crn_pairing_audit.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_experiment_acceptance.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_experiment_design_decision_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_experiment_package_review_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_experiment_statistical_plan.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_experiment_strategy_readiness_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_final_study_readiness.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_graph_scale_diagnostics.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_graph_scale_manifest_audit.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_graph_scale_method_decision_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_graph_scale_review.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_graph_scale_acceptance.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_graph_scale_strategy_readiness_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\scripts\validate_compact_nonarrival_execution_outputs.py,transport_simulation_core,script,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\scripts\write_compact_nonarrival_probe_mapping.py,transport_simulation_core,script,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\scripts\write_compact_nonarrival_execution_contract.py,transport_simulation_core,script,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\README.md,transport_simulation_core,text_or_doc,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\agents.md,transport_simulation_core,text_or_doc,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\outputs\runs\gate2_20260601_232844\gate2\compact_nonarrival_probe_edge_mapping.json,transport_simulation_core,json,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\outputs\runs\gate2_20260601_232844\gate2\compact_nonarrival_probe_edge_mapping.csv,transport_simulation_core,csv,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_full_graph_runtime_readiness_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\status.md,transport_simulation_core,text_or_doc,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_goal_completion_audit.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\data\manifests\acceptance_templates\graph_scale_acceptance_template.json,transport_simulation_core,json,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\data\manifests\acceptance_templates\experiment_acceptance_template.json,transport_simulation_core,json,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\data\manifests\acceptance_orchestration_manifest.json,transport_simulation_core,json,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\acceptance_decision_templates.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\acceptance_orchestration.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\crn_pairing_audit.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\experiment_acceptance.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\experiment_package_review_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\experiment_design_decision_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\experiment_statistical_plan.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\final_study_readiness.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\formal_acceptance_pre_review.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\full_graph_runtime_readiness_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\goal_completion_audit.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\graph_scale_manifest_audit.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\graph_scale_method_decision_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\graph_scale_result_comparison.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\graph_scale_review.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\pilot_experiments.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\pilot_figures.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\pilot_statistics.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\replication_adequacy_audit.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\road_evidence_request_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\road_override_audit.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\road_source_decision_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\road_source_readiness_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\sensitivity.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\seed_stream_manifest.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\outputs\runs\gate2_20260601_232844\handoffs\wave6\adversarial_qa_wave4_wave5_review.json,transport_simulation_core,json,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\outputs\runs\gate2_20260601_232844\handoffs\wave5\disruption_compact_stress_review.json,transport_simulation_core,json,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\outputs\runs\gate2_20260601_232844\gate2\compact_nonarrival_probe_execution_contract.json,transport_simulation_core,json,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\outputs\runs\gate2_20260601_232844\gate2\compact_nonarrival_probe_edge_mapping.md,transport_simulation_core,text_or_doc,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\src\realworld\disruption_scenarios.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_disruption_scenarios.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
